DOI,Publication Year
10.1016/j.micromeso.2014.07.002,2014
10.1016/j.micromeso.2014.07.037,2015
10.1016/j.micromeso.2014.07.052,2014
10.1016/j.micromeso.2014.09.038,2015
10.1016/j.micromeso.2014.09.046,2015
10.1016/j.micromeso.2014.10.003,2015
10.1016/j.micromeso.2014.10.018,2015
10.1016/j.micromeso.2014.10.034,2015
10.1016/j.micromeso.2014.10.050,2015
10.1016/j.micromeso.2014.11.008,2015
10.1016/j.micromeso.2014.12.008,2015
10.1016/j.micromeso.2015.01.032,2015
10.1016/j.micromeso.2015.01.049,2015
10.1016/j.micromeso.2015.02.023,2015
10.1016/j.micromeso.2015.02.032,2015
10.1016/j.micromeso.2015.02.035,2015
10.1016/j.micromeso.2015.02.049,2015
10.1016/j.micromeso.2015.02.055,2015
10.1016/j.micromeso.2015.03.020,2015
10.1016/j.micromeso.2015.04.005,2015
10.1016/j.micromeso.2015.04.023,2015
10.1016/j.micromeso.2015.04.035,2015
10.1016/j.micromeso.2015.04.036,2015
10.1016/j.micromeso.2015.05.017,2015
10.1016/j.micromeso.2015.05.021,2015
10.1016/j.micromeso.2015.05.029,2015
10.1016/j.micromeso.2015.05.030,2015
10.1016/j.micromeso.2015.06.007,2015
10.1016/j.micromeso.2015.06.046,2016
10.1016/j.micromeso.2015.07.001,2015
10.1016/j.micromeso.2015.08.009,2016
10.1016/j.micromeso.2015.08.013,2016
10.1016/j.micromeso.2015.08.017,2016
10.1016/j.micromeso.2015.08.023,2016
10.1016/j.micromeso.2015.09.026,2016
10.1016/j.micromeso.2015.09.043,2016
10.1016/j.micromeso.2015.09.053,2016
10.1016/j.micromeso.2015.10.033,2016
10.1016/j.micromeso.2015.11.055,2016
10.1016/j.micromeso.2015.11.060,2016
10.1016/j.micromeso.2015.12.004,2016
10.1016/j.micromeso.2015.12.010,2016
10.1016/j.micromeso.2016.01.044,2016
10.1016/j.micromeso.2016.02.029,2016
10.1016/j.micromeso.2016.05.026,2016
10.1016/j.micromeso.2016.05.027,2016
10.1016/j.micromeso.2016.05.035,2016
10.1016/j.micromeso.2016.06.014,2016
10.1016/j.micromeso.2016.07.014,2016
10.1016/j.micromeso.2016.07.039,2016
10.1016/j.micromeso.2016.09.020,2017
10.1016/j.micromeso.2016.09.032,2017
10.1016/j.micromeso.2016.09.034,2017
10.1016/j.micromeso.2016.09.036,2017
10.1016/j.micromeso.2016.09.038,2017
10.1016/j.micromeso.2016.10.043,2017
10.1016/j.micromeso.2016.11.012,2017
10.1016/j.micromeso.2016.12.015,2017
10.1016/j.micromeso.2016.12.031,2017
10.1016/j.micromeso.2017.02.007,2017
10.1016/j.micromeso.2017.02.013,2017
10.1016/j.micromeso.2017.02.020,2017
10.1016/j.micromeso.2017.02.032,2017
10.1016/j.micromeso.2017.03.007,2017
10.1016/j.micromeso.2017.03.011,2017
10.1016/j.micromeso.2017.04.058,2017
10.1016/j.micromeso.2017.05.058,2017
10.1016/j.micromeso.2017.05.059,2017
10.1016/j.micromeso.2017.07.003,2017
10.1016/j.micromeso.2017.07.038,2018
10.1016/j.micromeso.2017.08.045,2018
10.1016/j.micromeso.2017.08.054,2018
10.1016/j.micromeso.2017.10.010,2018
10.1016/j.micromeso.2017.10.014,2018
10.1016/j.micromeso.2017.10.020,2018
10.1016/j.micromeso.2017.10.028,2018
10.1016/j.micromeso.2017.11.020,2018
10.1016/j.micromeso.2017.11.022,2018
10.1016/j.micromeso.2017.12.007,2018
10.1016/j.micromeso.2017.12.016,2018
10.1016/j.micromeso.2018.01.001,2018
10.1016/j.micromeso.2018.01.018,2018
10.1016/j.micromeso.2018.01.031,2018
10.1016/j.micromeso.2018.01.038,2018
10.1016/j.micromeso.2018.02.030,2018
10.1016/j.micromeso.2018.03.011,2018
10.1016/j.micromeso.2018.03.012,2018
10.1016/j.micromeso.2018.03.020,2018
10.1016/j.micromeso.2018.04.005,2018
10.1016/j.micromeso.2018.04.019,2018
10.1016/j.micromeso.2018.04.039,2018
10.1016/j.micromeso.2018.05.004,2018
10.1016/j.micromeso.2018.05.027,2018
10.1016/j.micromeso.2018.06.021,2018
10.1016/j.micromeso.2018.06.023,2018
10.1016/j.micromeso.2018.06.051,2019
10.1016/j.micromeso.2018.07.026,2019
10.1016/j.micromeso.2018.08.019,2019
10.1016/j.micromeso.2018.08.027,2019
10.1016/j.micromeso.2018.09.017,2019
10.1016/j.micromeso.2018.10.026,2019
10.1016/j.micromeso.2018.10.029,2019
10.1016/j.micromeso.2018.10.031,2019
10.1016/j.micromeso.2018.11.005,2019
10.1016/j.micromeso.2018.12.011,2019
10.1016/j.micromeso.2018.12.039,2019
10.1016/j.micromeso.2019.01.022,2019
10.1016/j.micromeso.2019.02.028,2019
10.1016/j.micromeso.2019.03.002,2019
10.1016/j.micromeso.2019.03.010,2019
10.1016/j.micromeso.2019.03.014,2019
10.1016/j.micromeso.2019.04.012,2019
10.1016/j.micromeso.2019.04.057,2019
10.1016/j.micromeso.2019.05.044,2019
10.1016/j.micromeso.2019.06.003,2019
10.1016/j.micromeso.2019.109564,2019
10.1016/j.micromeso.2019.109569,2019
10.1016/j.micromeso.2019.109615,2019
10.1016/j.micromeso.2019.109624,2019
10.1016/j.micromeso.2019.109674,2019
10.1016/j.micromeso.2019.109685,2020
10.1016/j.micromeso.2019.109723,2020
10.1016/j.micromeso.2019.109779,2020
10.1016/j.micromeso.2019.109784,2020
10.1016/j.micromeso.2019.109844,2020
10.1016/j.micromeso.2019.109879,2020
10.1016/j.micromeso.2019.109892,2020
10.1016/j.micromeso.2019.109917,2020
10.1016/j.micromeso.2020.109998,2020
10.1016/j.micromeso.2020.110039,2020
10.1016/j.micromeso.2020.110044,2020
10.1016/j.micromeso.2020.110064,2020
10.1016/j.micromeso.2020.110187,2020
10.1016/j.micromeso.2020.110200,2020
10.1016/j.micromeso.2020.110215,2020
10.1016/j.micromeso.2020.110218,2020
10.1016/j.micromeso.2020.110224,2020
10.1016/j.micromeso.2020.110254,2020
10.1016/j.micromeso.2020.110304,2020
10.1016/j.micromeso.2020.110340,2020
10.1016/j.micromeso.2020.110369,2020
10.1016/j.micromeso.2020.110405,2020
10.1016/j.micromeso.2020.110432,2020
10.1016/j.micromeso.2020.110443,2020
10.1016/j.micromeso.2020.110463,2020
10.1016/j.micromeso.2020.110495,2020
10.1016/j.micromeso.2020.110533,2020
10.1016/j.micromeso.2020.110571,2020
10.1016/j.micromeso.2020.110596,2021
10.1016/j.micromeso.2020.110600,2021
10.1016/j.micromeso.2020.110626,2021
10.1016/j.micromeso.2020.110666,2021
10.1016/j.micromeso.2020.110686,2021
10.1016/j.micromeso.2020.110700,2021
10.1016/j.micromeso.2020.110746,2021
10.1016/j.micromeso.2020.110750,2021
10.1016/j.micromeso.2020.110758,2021
10.1016/j.micromeso.2020.110771,2021
10.1016/j.micromeso.2020.110777,2021
10.1016/j.micromeso.2020.110812,2021
10.1016/j.micromeso.2020.110823,2021
10.1016/j.micromeso.2020.110868,2021
10.1016/j.micromeso.2021.110900,2021
10.1016/j.micromeso.2021.110916,2021
10.1016/j.micromeso.2021.110943,2021
10.1016/j.micromeso.2021.110948,2021
10.1016/j.micromeso.2021.110973,2021
10.1016/j.micromeso.2021.110985,2021
10.1016/j.micromeso.2021.111027,2021
10.1016/j.micromeso.2021.111054,2021
10.1016/j.micromeso.2021.111129,2021
10.1016/j.micromeso.2021.111133,2021
10.1016/j.micromeso.2021.111153,2021
10.1016/j.micromeso.2021.111232,2021
10.1016/j.micromeso.2021.111246,2021
10.1016/j.micromeso.2021.111249,2021
10.1016/j.micromeso.2021.111265,2021
10.1016/j.micromeso.2021.111293,2021
10.1016/j.micromeso.2021.111303,2021
10.1016/j.micromeso.2021.111310,2021
10.1016/j.micromeso.2021.111314,2021
10.1016/j.micromeso.2021.111409,2021
10.1016/j.micromeso.2021.111423,2021
10.1016/j.micromeso.2021.111449,2021
10.1016/j.micromeso.2021.111456,2021
10.1016/j.micromeso.2021.111458,2021
10.1016/j.micromeso.2021.111487,2021
10.1016/j.micromeso.2021.111488,2021
10.1016/j.micromeso.2021.111510,2021
10.1016/j.micromeso.2021.111526,2022
10.1016/j.micromeso.2021.111599,2022
10.1016/j.micromeso.2021.111633,2022
10.1016/j.micromeso.2021.111670,2022
10.1016/j.micromeso.2022.111703,2022
10.1016/j.micromeso.2022.111723,2022
10.1016/j.micromeso.2022.111758,2022
10.1016/j.micromeso.2022.111773,2022
10.1016/j.micromeso.2022.111801,2022
10.1016/j.micromeso.2022.111813,2022
10.1016/j.micromeso.2022.111814,2022
10.1016/j.micromeso.2022.111871,2022
10.1016/j.micromeso.2022.111909,2022
10.1016/j.micromeso.2022.111938,2022
10.1016/j.micromeso.2022.111944,2022
10.1016/j.micromeso.2022.111989,2022
10.1016/j.micromeso.2022.112005,2022
10.1016/j.micromeso.2022.112008,2022
10.1016/j.micromeso.2022.112041,2022
10.1016/j.micromeso.2022.112141,2022
10.1016/j.micromeso.2022.112148,2022
10.1016/j.micromeso.2022.112163,2022
10.1016/j.micromeso.2022.112232,2022
10.1016/j.micromeso.2022.112233,2022
10.1016/j.micromeso.2022.112257,2022
10.1016/j.micromeso.2022.112327,2023
10.1016/j.micromeso.2022.112379,2023
10.1016/j.micromeso.2022.112398,2023
10.1016/j.micromeso.2023.112461,2023
10.1016/j.micromeso.2023.112480,2023
10.1016/j.micromeso.2023.112497,2023
10.1016/j.micromeso.2023.112518,2023
10.1016/j.micromeso.2023.112531,2023
10.1016/j.micromeso.2023.112592,2023
10.1016/j.micromeso.2023.112595,2023
10.1016/j.micromeso.2023.112647,2023
10.1016/j.micromeso.2023.112658,2023
10.1016/j.micromeso.2023.112707,2023
10.1016/j.micromeso.2023.112716,2023
10.1016/j.micromeso.2023.112782,2023
10.1016/j.micromeso.2023.112822,2024
10.1016/j.micromeso.2023.112828,2024
10.1016/j.micromeso.2023.112915,2024
10.1016/j.micromeso.2023.112917,2024
10.1016/j.micromeso.2023.112956,2024
10.1016/j.micromeso.2023.112961,2024
10.1016/j.micromeso.2023.112974,2024
10.1016/j.micromeso.2024.112986,2024
10.1016/j.micromeso.2024.113010,2024
10.1016/j.micromeso.2024.113059,2024
10.1016/j.micromeso.2024.113114,2024
10.1016/j.micromeso.2024.113120,2024
10.1016/j.micromeso.2024.113130,2024
10.1016/j.micromeso.2024.113137,2024
10.1016/j.micromeso.2024.113163,2024
10.1016/j.micromeso.2024.113186,2024
10.1016/j.micromeso.2024.113200,2024
10.1016/j.micromeso.2024.113256,2024
10.1016/j.micromeso.2024.113372,2025
10.1016/j.micromeso.2024.113450,2025
10.1016/j.micromeso.2024.113455,2025
10.1016/j.micromeso.2025.113588,2025
10.1016/j.micromeso.2025.113622,2025
10.1016/j.micromeso.2025.113727,2025
10.1016/j.molcata.2009.03.027,2009
10.1016/j.molcata.2012.04.008,2012
10.1016/j.molcata.2012.06.007,2012
10.1016/j.molcata.2012.08.015,2012
10.1016/j.molcata.2012.09.006,2013
10.1016/j.molcata.2013.07.016,2013
10.1016/j.molcata.2013.12.005,2014
10.1016/j.molcata.2014.05.023,2014
10.1016/j.molcata.2014.08.034,2014
10.1016/j.molcata.2015.06.018,2015
10.1016/j.molcata.2015.07.022,2015
10.1016/j.molcata.2016.04.022,2016
10.1016/j.molcata.2016.07.042,2016
10.1016/j.molcata.2016.11.009,2017
10.1016/j.molcata.2016.11.036,2017
10.1016/j.molcata.2016.12.008,2017
10.1016/j.molliq.2017.06.097,2017
10.1016/j.molliq.2019.02.069,2019
10.1016/j.molliq.2019.112427,2020
10.1016/j.molliq.2020.112996,2020
10.1016/j.molliq.2020.113812,2020
10.1016/j.molliq.2020.114393,2020
10.1016/j.molliq.2021.117290,2021
10.1016/j.molliq.2021.117520,2021
10.1016/j.molliq.2021.117765,2021
10.1016/j.molliq.2021.118353,2022
10.1016/j.molliq.2023.121665,2023
10.1016/j.molliq.2023.122201,2023
10.1016/j.molliq.2023.122646,2023
10.1016/j.molliq.2024.123964,2024
10.1016/j.molliq.2024.124365,2024
10.1016/j.molliq.2024.125732,2024
10.1016/j.molstruc.2003.09.024,2004
10.1016/j.molstruc.2003.11.009,2004
10.1016/j.molstruc.2004.03.012,2004
10.1016/j.molstruc.2004.03.035,2005
10.1016/j.molstruc.2004.03.042,2004
10.1016/j.molstruc.2004.04.015,2004
10.1016/j.molstruc.2004.04.020,2004
10.1016/j.molstruc.2004.05.004,2004
10.1016/j.molstruc.2004.10.063,2005
10.1016/j.molstruc.2005.01.034,2005
10.1016/j.molstruc.2005.05.041,2005
10.1016/j.molstruc.2005.07.031,2006
10.1016/j.molstruc.2005.11.011,2006
10.1016/j.molstruc.2006.02.064,2006
10.1016/j.molstruc.2006.03.050,2006
10.1016/j.molstruc.2006.03.077,2006
10.1016/j.molstruc.2006.03.078,2006
10.1016/j.molstruc.2006.03.099,2006
10.1016/j.molstruc.2006.04.015,2006
10.1016/j.molstruc.2006.04.029,2006
10.1016/j.molstruc.2006.08.025,2007
10.1016/j.molstruc.2006.10.013,2007
10.1016/j.molstruc.2006.10.054,2007
10.1016/j.molstruc.2006.11.065,2007
10.1016/j.molstruc.2006.12.020,2007
10.1016/j.molstruc.2006.12.030,2007
10.1016/j.molstruc.2006.12.053,2007
10.1016/j.molstruc.2007.01.036,2007
10.1016/j.molstruc.2007.01.048,2007
10.1016/j.molstruc.2007.01.064,2007
10.1016/j.molstruc.2007.05.007,2008
10.1016/j.molstruc.2007.07.016,2008
10.1016/j.molstruc.2007.07.023,2008
10.1016/j.molstruc.2007.08.007,2008
10.1016/j.molstruc.2007.08.032,2008
10.1016/j.molstruc.2007.09.014,2008
10.1016/j.molstruc.2007.12.040,2008
10.1016/j.molstruc.2008.01.039,2008
10.1016/j.molstruc.2008.02.010,2008
10.1016/j.molstruc.2008.03.011,2008
10.1016/j.molstruc.2008.03.034,2008
10.1016/j.molstruc.2008.04.030,2008
10.1016/j.molstruc.2008.04.038,2008
10.1016/j.molstruc.2008.04.047,2008
10.1016/j.molstruc.2008.05.039,2008
10.1016/j.molstruc.2008.06.007,2008
10.1016/j.molstruc.2008.07.033,2009
10.1016/j.molstruc.2008.11.030,2009
10.1016/j.molstruc.2008.12.003,2009
10.1016/j.molstruc.2008.12.057,2009
10.1016/j.molstruc.2009.04.012,2009
10.1016/j.molstruc.2009.04.013,2009
10.1016/j.molstruc.2009.04.035,2009
10.1016/j.molstruc.2009.05.027,2009
10.1016/j.molstruc.2009.05.030,2009
10.1016/j.molstruc.2009.05.040,2009
10.1016/j.molstruc.2009.05.054,2009
10.1016/j.molstruc.2009.05.055,2009
10.1016/j.molstruc.2009.06.002,2009
10.1016/j.molstruc.2009.06.014,2009
10.1016/j.molstruc.2009.09.010,2009
10.1016/j.molstruc.2009.09.024,2009
10.1016/j.molstruc.2009.09.030,2010
10.1016/j.molstruc.2009.09.038,2010
10.1016/j.molstruc.2009.10.009,2010
10.1016/j.molstruc.2009.11.008,2010
10.1016/j.molstruc.2009.11.013,2010
10.1016/j.molstruc.2009.11.018,2010
10.1016/j.molstruc.2009.12.052,2010
10.1016/j.molstruc.2010.01.056,2010
10.1016/j.molstruc.2010.02.019,2010
10.1016/j.molstruc.2010.02.026,2010
10.1016/j.molstruc.2010.02.044,2010
10.1016/j.molstruc.2010.03.071,2010
10.1016/j.molstruc.2010.03.074,2010
10.1016/j.molstruc.2010.04.026,2010
10.1016/j.molstruc.2010.06.009,2010
10.1016/j.molstruc.2010.06.015,2010
10.1016/j.molstruc.2010.06.019,2010
10.1016/j.molstruc.2010.08.047,2010
10.1016/j.molstruc.2010.10.030,2011
10.1016/j.molstruc.2010.10.039,2011
10.1016/j.molstruc.2010.11.022,2011
10.1016/j.molstruc.2010.12.006,2011
10.1016/j.molstruc.2011.01.018,2011
10.1016/j.molstruc.2011.01.046,2011
10.1016/j.molstruc.2011.02.054,2011
10.1016/j.molstruc.2011.02.056,2011
10.1016/j.molstruc.2011.03.046,2011
10.1016/j.molstruc.2011.03.062,2011
10.1016/j.molstruc.2011.04.040,2011
10.1016/j.molstruc.2011.05.013,2011
10.1016/j.molstruc.2011.07.014,2011
10.1016/j.molstruc.2011.07.025,2011
10.1016/j.molstruc.2011.07.032,2011
10.1016/j.molstruc.2011.07.053,2011
10.1016/j.molstruc.2011.08.012,2011
10.1016/j.molstruc.2011.08.013,2011
10.1016/j.molstruc.2011.10.010,2011
10.1016/j.molstruc.2011.12.005,2012
10.1016/j.molstruc.2011.12.008,2012
10.1016/j.molstruc.2011.12.030,2012
10.1016/j.molstruc.2012.03.002,2012
10.1016/j.molstruc.2012.04.082,2012
10.1016/j.molstruc.2012.06.043,2012
10.1016/j.molstruc.2012.07.016,2013
10.1016/j.molstruc.2012.07.039,2013
10.1016/j.molstruc.2012.08.017,2013
10.1016/j.molstruc.2012.11.069,2013
10.1016/j.molstruc.2012.12.024,2013
10.1016/j.molstruc.2012.12.043,2013
10.1016/j.molstruc.2012.12.051,2013
10.1016/j.molstruc.2013.01.016,2013
10.1016/j.molstruc.2013.01.044,2013
10.1016/j.molstruc.2013.01.074,2013
10.1016/j.molstruc.2013.03.001,2013
10.1016/j.molstruc.2013.03.039,2013
10.1016/j.molstruc.2013.05.034,2013
10.1016/j.molstruc.2013.06.065,2013
10.1016/j.molstruc.2013.07.047,2013
10.1016/j.molstruc.2013.08.013,2013
10.1016/j.molstruc.2013.08.014,2013
10.1016/j.molstruc.2013.08.016,2013
10.1016/j.molstruc.2013.08.041,2013
10.1016/j.molstruc.2013.08.059,2013
10.1016/j.molstruc.2013.09.009,2013
10.1016/j.molstruc.2013.10.029,2014
10.1016/j.molstruc.2013.10.058,2014
10.1016/j.molstruc.2013.11.041,2014
10.1016/j.molstruc.2013.12.011,2014
10.1016/j.molstruc.2013.12.033,2014
10.1016/j.molstruc.2014.01.065,2014
10.1016/j.molstruc.2014.01.090,2014
10.1016/j.molstruc.2014.03.015,2014
10.1016/j.molstruc.2014.03.027,2014
10.1016/j.molstruc.2014.03.063,2014
10.1016/j.molstruc.2014.04.047,2014
10.1016/j.molstruc.2014.04.048,2014
10.1016/j.molstruc.2014.05.021,2014
10.1016/j.molstruc.2014.05.052,2014
10.1016/j.molstruc.2014.06.001,2014
10.1016/j.molstruc.2014.06.018,2014
10.1016/j.molstruc.2014.06.029,2014
10.1016/j.molstruc.2014.06.053,2014
10.1016/j.molstruc.2014.06.075,2014
10.1016/j.molstruc.2014.07.029,2014
10.1016/j.molstruc.2014.07.067,2014
10.1016/j.molstruc.2014.08.026,2014
10.1016/j.molstruc.2014.09.019,2015
10.1016/j.molstruc.2014.09.025,2015
10.1016/j.molstruc.2014.09.056,2015
10.1016/j.molstruc.2014.09.085,2015
10.1016/j.molstruc.2014.10.069,2015
10.1016/j.molstruc.2014.11.017,2015
10.1016/j.molstruc.2014.12.040,2015
10.1016/j.molstruc.2015.01.004,2015
10.1016/j.molstruc.2015.01.013,2015
10.1016/j.molstruc.2015.02.073,2015
10.1016/j.molstruc.2015.02.074,2015
10.1016/j.molstruc.2015.02.075,2015
10.1016/j.molstruc.2015.03.019,2015
10.1016/j.molstruc.2015.03.070,2015
10.1016/j.molstruc.2015.05.030,2015
10.1016/j.molstruc.2015.06.029,2015
10.1016/j.molstruc.2015.07.048,2015
10.1016/j.molstruc.2015.08.020,2015
10.1016/j.molstruc.2015.08.068,2016
10.1016/j.molstruc.2015.09.031,2016
10.1016/j.molstruc.2015.10.046,2016
10.1016/j.molstruc.2015.10.070,2016
10.1016/j.molstruc.2015.11.021,2016
10.1016/j.molstruc.2015.11.031,2016
10.1016/j.molstruc.2015.11.045,2016
10.1016/j.molstruc.2015.12.005,2016
10.1016/j.molstruc.2015.12.017,2016
10.1016/j.molstruc.2015.12.037,2016
10.1016/j.molstruc.2016.01.003,2016
10.1016/j.molstruc.2016.01.077,2016
10.1016/j.molstruc.2016.02.010,2016
10.1016/j.molstruc.2016.02.049,2016
10.1016/j.molstruc.2016.03.075,2016
10.1016/j.molstruc.2016.04.001,2016
10.1016/j.molstruc.2016.04.009,2016
10.1016/j.molstruc.2016.04.017,2016
10.1016/j.molstruc.2016.04.019,2016
10.1016/j.molstruc.2016.04.024,2016
10.1016/j.molstruc.2016.04.034,2016
10.1016/j.molstruc.2016.04.054,2016
10.1016/j.molstruc.2016.04.074,2016
10.1016/j.molstruc.2016.05.013,2016
10.1016/j.molstruc.2016.06.037,2016
10.1016/j.molstruc.2016.07.039,2016
10.1016/j.molstruc.2016.07.099,2017
10.1016/j.molstruc.2016.08.013,2017
10.1016/j.molstruc.2016.08.019,2017
10.1016/j.molstruc.2016.08.051,2017
10.1016/j.molstruc.2016.08.053,2017
10.1016/j.molstruc.2016.08.074,2017
10.1016/j.molstruc.2016.09.074,2017
10.1016/j.molstruc.2016.10.006,2017
10.1016/j.molstruc.2016.10.008,2017
10.1016/j.molstruc.2016.10.051,2017
10.1016/j.molstruc.2016.11.034,2017
10.1016/j.molstruc.2016.11.049,2017
10.1016/j.molstruc.2016.11.073,2017
10.1016/j.molstruc.2016.11.084,2017
10.1016/j.molstruc.2016.11.086,2017
10.1016/j.molstruc.2016.12.005,2017
10.1016/j.molstruc.2016.12.033,2017
10.1016/j.molstruc.2016.12.034,2017
10.1016/j.molstruc.2016.12.053,2017
10.1016/j.molstruc.2016.12.076,2017
10.1016/j.molstruc.2017.01.023,2017
10.1016/j.molstruc.2017.01.038,2017
10.1016/j.molstruc.2017.01.051,2017
10.1016/j.molstruc.2017.02.004,2017
10.1016/j.molstruc.2017.02.005,2017
10.1016/j.molstruc.2017.02.011,2017
10.1016/j.molstruc.2017.02.030,2017
10.1016/j.molstruc.2017.02.046,2017
10.1016/j.molstruc.2017.03.120,2017
10.1016/j.molstruc.2017.04.057,2017
10.1016/j.molstruc.2017.04.068,2017
10.1016/j.molstruc.2017.04.075,2017
10.1016/j.molstruc.2017.04.083,2017
10.1016/j.molstruc.2017.05.075,2017
10.1016/j.molstruc.2017.05.114,2017
10.1016/j.molstruc.2017.06.039,2017
10.1016/j.molstruc.2017.06.045,2017
10.1016/j.molstruc.2017.06.072,2017
10.1016/j.molstruc.2017.06.089,2017
10.1016/j.molstruc.2017.06.128,2017
10.1016/j.molstruc.2017.07.039,2017
10.1016/j.molstruc.2017.07.056,2017
10.1016/j.molstruc.2017.08.023,2017
10.1016/j.molstruc.2017.08.043,2017
10.1016/j.molstruc.2017.08.064,2017
10.1016/j.molstruc.2017.08.111,2017
10.1016/j.molstruc.2017.09.006,2017
10.1016/j.molstruc.2017.09.048,2018
10.1016/j.molstruc.2017.10.100,2018
10.1016/j.molstruc.2017.11.128,2018
10.1016/j.molstruc.2017.12.027,2018
10.1016/j.molstruc.2017.12.047,2018
10.1016/j.molstruc.2017.12.058,2018
10.1016/j.molstruc.2017.12.100,2018
10.1016/j.molstruc.2018.01.077,2018
10.1016/j.molstruc.2018.02.039,2018
10.1016/j.molstruc.2018.03.048,2018
10.1016/j.molstruc.2018.04.068,2018
10.1016/j.molstruc.2018.05.054,2018
10.1016/j.molstruc.2018.06.078,2018
10.1016/j.molstruc.2018.06.086,2018
10.1016/j.molstruc.2018.07.004,2018
10.1016/j.molstruc.2018.07.025,2018
10.1016/j.molstruc.2018.07.047,2018
10.1016/j.molstruc.2018.07.106,2019
10.1016/j.molstruc.2018.08.001,2019
10.1016/j.molstruc.2018.08.043,2019
10.1016/j.molstruc.2018.09.003,2019
10.1016/j.molstruc.2018.09.069,2019
10.1016/j.molstruc.2018.11.058,2019
10.1016/j.molstruc.2018.12.026,2019
10.1016/j.molstruc.2019.01.033,2019
10.1016/j.molstruc.2019.01.072,2019
10.1016/j.molstruc.2019.02.015,2019
10.1016/j.molstruc.2019.02.046,2019
10.1016/j.molstruc.2019.02.064,2019
10.1016/j.molstruc.2019.02.092,2019
10.1016/j.molstruc.2019.03.029,2019
10.1016/j.molstruc.2019.03.086,2019
10.1016/j.molstruc.2019.03.102,2019
10.1016/j.molstruc.2019.04.057,2019
10.1016/j.molstruc.2019.05.030,2019
10.1016/j.molstruc.2019.05.031,2019
10.1016/j.molstruc.2019.05.070,2019
10.1016/j.molstruc.2019.05.079,2019
10.1016/j.molstruc.2019.05.119,2019
10.1016/j.molstruc.2019.05.132,2019
10.1016/j.molstruc.2019.06.013,2019
10.1016/j.molstruc.2019.06.060,2019
10.1016/j.molstruc.2019.07.044,2020
10.1016/j.molstruc.2019.07.065,2019
10.1016/j.molstruc.2019.127005,2020
10.1016/j.molstruc.2019.127020,2020
10.1016/j.molstruc.2019.127038,2020
10.1016/j.molstruc.2019.127081,2020
10.1016/j.molstruc.2019.127117,2020
10.1016/j.molstruc.2019.127189,2020
10.1016/j.molstruc.2019.127191,2020
10.1016/j.molstruc.2019.127212,2020
10.1016/j.molstruc.2019.127243,2020
10.1016/j.molstruc.2019.127345,2020
10.1016/j.molstruc.2019.127427,2020
10.1016/j.molstruc.2019.127530,2020
10.1016/j.molstruc.2019.127560,2020
10.1016/j.molstruc.2019.127621,2020
10.1016/j.molstruc.2020.127688,2020
10.1016/j.molstruc.2020.127716,2020
10.1016/j.molstruc.2020.127770,2020
10.1016/j.molstruc.2020.127801,2020
10.1016/j.molstruc.2020.127818,2020
10.1016/j.molstruc.2020.127826,2020
10.1016/j.molstruc.2020.127829,2020
10.1016/j.molstruc.2020.127923,2020
10.1016/j.molstruc.2020.128151,2020
10.1016/j.molstruc.2020.128233,2020
10.1016/j.molstruc.2020.128373,2020
10.1016/j.molstruc.2020.128608,2020
10.1016/j.molstruc.2020.128613,2020
10.1016/j.molstruc.2020.128642,2020
10.1016/j.molstruc.2020.128871,2021
10.1016/j.molstruc.2020.128943,2021
10.1016/j.molstruc.2020.129031,2021
10.1016/j.molstruc.2020.129041,2021
10.1016/j.molstruc.2020.129074,2021
10.1016/j.molstruc.2020.129161,2021
10.1016/j.molstruc.2020.129217,2021
10.1016/j.molstruc.2020.129301,2021
10.1016/j.molstruc.2020.129327,2021
10.1016/j.molstruc.2020.129453,2021
10.1016/j.molstruc.2020.129754,2021
10.1016/j.molstruc.2020.129797,2021
10.1016/j.molstruc.2020.129800,2021
10.1016/j.molstruc.2021.129950,2021
10.1016/j.molstruc.2021.130045,2021
10.1016/j.molstruc.2021.130099,2021
10.1016/j.molstruc.2021.130109,2021
10.1016/j.molstruc.2021.130167,2021
10.1016/j.molstruc.2021.130220,2021
10.1016/j.molstruc.2021.130275,2021
10.1016/j.molstruc.2021.130298,2021
10.1016/j.molstruc.2021.130347,2021
10.1016/j.molstruc.2021.130388,2021
10.1016/j.molstruc.2021.130422,2021
10.1016/j.molstruc.2021.130760,2021
10.1016/j.molstruc.2021.130849,2021
10.1016/j.molstruc.2021.130912,2021
10.1016/j.molstruc.2021.130975,2021
10.1016/j.molstruc.2021.130984,2021
10.1016/j.molstruc.2021.131028,2021
10.1016/j.molstruc.2021.131039,2021
10.1016/j.molstruc.2021.131129,2021
10.1016/j.molstruc.2021.131274,2022
10.1016/j.molstruc.2021.131315,2022
10.1016/j.molstruc.2021.131317,2022
10.1016/j.molstruc.2021.131323,2022
10.1016/j.molstruc.2021.131353,2022
10.1016/j.molstruc.2021.131456,2022
10.1016/j.molstruc.2021.131466,2022
10.1016/j.molstruc.2021.131712,2022
10.1016/j.molstruc.2021.131723,2022
10.1016/j.molstruc.2021.131829,2022
10.1016/j.molstruc.2021.131867,2022
10.1016/j.molstruc.2021.131874,2022
10.1016/j.molstruc.2021.131876,2022
10.1016/j.molstruc.2021.131902,2022
10.1016/j.molstruc.2021.131918,2022
10.1016/j.molstruc.2021.131940,2022
10.1016/j.molstruc.2021.131957,2022
10.1016/j.molstruc.2021.131961,2022
10.1016/j.molstruc.2021.132248,2022
