DOI,Classification
10.1016/j.snb.2018.05.118,Functional materials
10.1016/j.snb.2019.127187,Functional materials
10.1016/j.snb.2020.127819,Crystal engineering
10.1016/j.snb.2020.128455,Functional materials
10.1016/j.snb.2020.128757,Functional materials
10.1016/j.snb.2020.129133,Functional materials
10.1016/j.snb.2021.129610,Functional materials
10.1016/j.snb.2021.130402,Functional materials
10.1016/j.snb.2021.130641,Functional materials
10.1016/j.snb.2021.130760,Theory & modeling
10.1016/j.snb.2021.131008,Functional materials
10.1016/j.snb.2022.132008,Functional materials
10.1016/j.snb.2022.132094,Functional materials
10.1016/j.snb.2022.132120,Functional materials
10.1016/j.snb.2022.132783,Functional materials
10.1016/j.snb.2023.133960,Functional materials
10.1016/j.snb.2023.134205,Functional materials
10.1016/j.snb.2024.136159,Functional materials
10.1016/j.snb.2024.136564,Functional materials
10.1016/j.snb.2025.137277,Functional materials
10.1016/j.solidstatesciences.2003.11.002,Crystal engineering
10.1016/j.solidstatesciences.2004.03.032,Functional materials
10.1016/j.solidstatesciences.2004.04.009,Crystal engineering
10.1016/j.solidstatesciences.2004.07.019,Crystal engineering
10.1016/j.solidstatesciences.2004.11.005,Crystal engineering
10.1016/j.solidstatesciences.2005.01.014,Crystal engineering
10.1016/j.solidstatesciences.2005.03.007,Chemical synthesis
10.1016/j.solidstatesciences.2006.02.025,Crystal engineering
10.1016/j.solidstatesciences.2006.12.003,Crystal engineering
10.1016/j.solidstatesciences.2007.04.003,Theory & modeling
10.1016/j.solidstatesciences.2007.12.003,Chemical synthesis
10.1016/j.solidstatesciences.2008.05.012,Chemical synthesis
10.1016/j.solidstatesciences.2008.07.007,Crystal engineering
10.1016/j.solidstatesciences.2008.10.007,Functional materials
10.1016/j.solidstatesciences.2009.02.009,Functional materials
10.1016/j.solidstatesciences.2009.05.017,Crystal engineering
10.1016/j.solidstatesciences.2009.07.016,Crystal engineering
10.1016/j.solidstatesciences.2009.08.017,Crystal engineering
10.1016/j.solidstatesciences.2009.11.013,Crystal engineering
10.1016/j.solidstatesciences.2010.02.031,Crystal engineering
10.1016/j.solidstatesciences.2010.05.018,Crystal engineering
10.1016/j.solidstatesciences.2010.07.002,Chemical synthesis
10.1016/j.solidstatesciences.2010.07.004,Crystal engineering
10.1016/j.solidstatesciences.2010.07.032,Crystal engineering
10.1016/j.solidstatesciences.2011.01.014,Crystal engineering
10.1016/j.solidstatesciences.2011.03.018,Crystal engineering
10.1016/j.solidstatesciences.2011.05.006,Crystal engineering
10.1016/j.solidstatesciences.2011.05.017,Crystal engineering
10.1016/j.solidstatesciences.2011.08.006,Crystal engineering
10.1016/j.solidstatesciences.2011.10.017,Crystal engineering
10.1016/j.solidstatesciences.2011.12.002,Crystal engineering
10.1016/j.solidstatesciences.2011.12.014,Crystal engineering
10.1016/j.solidstatesciences.2012.05.006,Crystal engineering
10.1016/j.solidstatesciences.2012.05.031,Crystal engineering
10.1016/j.solidstatesciences.2012.07.011,Functional materials
10.1016/j.solidstatesciences.2012.10.012,Functional materials
10.1016/j.solidstatesciences.2012.11.018,Functional materials
10.1016/j.solidstatesciences.2012.12.018,Crystal engineering
10.1016/j.solidstatesciences.2013.05.009,Crystal engineering
10.1016/j.solidstatesciences.2013.09.010,Crystal engineering
10.1016/j.solidstatesciences.2013.12.006,Crystal engineering
10.1016/j.solidstatesciences.2014.04.004,Crystal engineering
10.1016/j.solidstatesciences.2014.07.015,Crystal engineering
10.1016/j.solidstatesciences.2015.08.017,Crystal engineering
10.1016/j.solidstatesciences.2015.11.010,Crystal engineering
10.1016/j.solidstatesciences.2017.05.002,Chemical synthesis
10.1016/j.solidstatesciences.2017.06.015,Theory & modeling
10.1016/j.solidstatesciences.2017.09.003,Crystal engineering
10.1016/j.solidstatesciences.2017.09.005,Functional materials
10.1016/j.solidstatesciences.2018.03.013,Crystal engineering
10.1016/j.solidstatesciences.2018.04.009,Crystal engineering
10.1016/j.solidstatesciences.2019.03.022,Crystal engineering
10.1016/j.solidstatesciences.2020.106115,Functional materials
10.1016/j.solidstatesciences.2020.106292,Functional materials
10.1016/j.solidstatesciences.2021.106629,Chemical synthesis
10.1016/j.solidstatesciences.2021.106646,Functional materials
10.1016/j.solidstatesciences.2021.106782,Chemical synthesis
10.1016/j.solidstatesciences.2021.106792,Functional materials
10.1016/j.solidstatesciences.2021.106798,Theory & modeling
10.1016/j.solidstatesciences.2022.106842,Functional materials
10.1016/j.solidstatesciences.2024.107572,Chemical synthesis
10.1016/j.solidstatesciences.2024.107755,Functional materials
10.1016/j.solidstatesciences.2025.107855,Functional materials
10.1016/j.solmat.2015.11.042,Crystal engineering
10.1016/j.ssi.2017.01.022,Functional materials
10.1016/j.surfin.2017.06.001,Functional materials
10.1016/j.surfin.2020.100587,Functional materials
10.1016/j.surfin.2020.100845,Chemical synthesis
10.1016/j.surfin.2021.101469,Chemical synthesis
10.1016/j.surfin.2022.101843,Functional materials
10.1016/j.surfin.2022.101904,Crystal engineering
10.1016/j.surfin.2022.102095,Functional materials
10.1016/j.surfin.2022.102471,Functional materials
10.1016/j.surfin.2022.102587,Functional materials
10.1016/j.surfin.2024.105272,Theory & modeling
10.1016/j.surfin.2025.105851,Theory & modeling
10.1016/j.surfin.2025.106559,Functional materials
10.1016/j.susc.2021.121952,Chemical synthesis
10.1016/j.susmat.2017.10.002,Chemical synthesis
10.1016/j.susmat.2021.e00354,Theory & modeling
10.1016/j.susmat.2023.e00689,Functional materials
10.1016/j.synthmet.2009.04.007,Crystal engineering
10.1016/j.synthmet.2011.04.016,Crystal engineering
10.1016/j.synthmet.2011.08.023,Crystal engineering
10.1016/j.synthmet.2011.09.033,Crystal engineering
10.1016/j.synthmet.2011.11.035,Crystal engineering
10.1016/j.synthmet.2012.05.016,Crystal engineering
10.1016/j.synthmet.2012.07.014,Functional materials
10.1016/j.synthmet.2012.07.025,Functional materials
10.1016/j.synthmet.2012.09.022,Crystal engineering
10.1016/j.synthmet.2012.09.023,Crystal engineering
10.1016/j.synthmet.2013.09.004,Crystal engineering
10.1016/j.synthmet.2014.09.028,Functional materials
10.1016/j.synthmet.2014.12.016,Chemical synthesis
10.1016/j.synthmet.2016.07.003,Chemical synthesis
10.1016/j.synthmet.2017.07.009,Crystal engineering
10.1016/j.synthmet.2020.116348,Functional materials
10.1016/j.synthmet.2020.116600,Functional materials
10.1016/j.synthmet.2023.117357,Functional materials
10.1016/j.talanta.2016.03.089,Crystal engineering
10.1016/j.talanta.2016.12.046,Functional materials
10.1016/j.talanta.2017.02.038,Functional materials
10.1016/j.talanta.2018.01.024,Functional materials
10.1016/j.talanta.2019.01.037,Functional materials
10.1016/j.talanta.2019.01.086,Functional materials
10.1016/j.talanta.2019.120363,Functional materials
10.1016/j.talanta.2019.120514,Functional materials
10.1016/j.talanta.2020.121010,Functional materials
10.1016/j.talanta.2021.123030,Functional materials
10.1016/j.talanta.2021.123143,Chemical synthesis
10.1016/j.talanta.2022.123710,Functional materials
10.1016/j.talanta.2023.124326,Functional materials
10.1016/j.talanta.2023.124778,Functional materials
10.1016/j.talanta.2023.124944,Functional materials
10.1016/j.talanta.2024.126097,Theory & modeling
10.1016/j.talanta.2024.126456,Functional materials
10.1016/j.talanta.2025.127771,Functional materials
10.1016/j.talanta.2025.127890,Functional materials
10.1016/j.tca.2009.11.004,Functional materials
10.1016/j.tca.2010.06.010,Crystal engineering
10.1016/j.tca.2016.11.001,Functional materials
10.1016/j.tca.2016.11.013,Chemical synthesis
10.1016/j.tet.2008.06.036,Crystal engineering
10.1016/j.tet.2013.08.059,Functional materials
10.1016/j.tet.2014.02.061,Crystal engineering
10.1016/j.tet.2014.06.127,Crystal engineering
10.1016/j.tet.2016.11.026,Crystal engineering
10.1016/j.tet.2017.08.040,Functional materials
10.1016/j.tet.2018.03.006,Chemical synthesis
10.1016/j.tet.2018.04.059,Chemical synthesis
10.1016/j.tet.2018.10.075,Functional materials
10.1016/j.tet.2019.130540,Functional materials
10.1016/j.tet.2023.133751,Crystal engineering
10.1016/j.tet.2024.133979,Functional materials
10.1016/j.tetasy.2010.05.018,Chemical synthesis
10.1016/j.tetlet.2009.11.098,Chemical synthesis
10.1016/j.tetlet.2011.09.099,Functional materials
10.1016/j.tetlet.2012.04.124,Chemical synthesis
10.1016/j.tetlet.2012.06.139,Chemical synthesis
10.1016/j.tetlet.2015.05.052,Chemical synthesis
10.1016/j.tetlet.2015.09.072,Chemical synthesis
10.1016/j.tetlet.2015.09.090,Chemical synthesis
10.1016/j.tetlet.2015.11.004,Functional materials
10.1016/j.tetlet.2016.01.043,Functional materials
10.1016/j.tetlet.2016.07.085,Functional materials
10.1016/j.tetlet.2016.11.070,Functional materials
10.1016/j.tetlet.2017.11.004,Functional materials
10.1016/j.tetlet.2018.05.071,Chemical synthesis
10.1016/j.tetlet.2018.10.032,Chemical synthesis
10.1016/j.tetlet.2019.01.014,Crystal engineering
10.1016/j.tetlet.2020.151629,Chemical synthesis
10.1016/j.tetlet.2020.152153,Chemical synthesis
10.1016/j.tetlet.2020.152629,Chemical synthesis
10.1016/j.tetlet.2023.154504,Functional materials
10.1016/j.trechm.2023.02.009,Crystal engineering
10.1016/j.tsf.2024.140515,Functional materials
10.1016/j.ultsonch.2013.01.014,Chemical synthesis
10.1016/j.ultsonch.2013.05.015,Crystal engineering
10.1016/j.ultsonch.2013.09.017,Chemical synthesis
10.1016/j.ultsonch.2014.01.011,Chemical synthesis
10.1016/j.ultsonch.2014.04.017,Chemical synthesis
10.1016/j.ultsonch.2014.06.005,Chemical synthesis
10.1016/j.ultsonch.2014.09.005,Crystal engineering
10.1016/j.ultsonch.2014.10.011,Crystal engineering
10.1016/j.ultsonch.2014.10.022,Chemical synthesis
10.1016/j.ultsonch.2015.02.003,Chemical synthesis
10.1016/j.ultsonch.2015.04.004,Functional materials
10.1016/j.ultsonch.2015.05.034,Chemical synthesis
10.1016/j.ultsonch.2015.06.020,Crystal engineering
10.1016/j.ultsonch.2015.07.017,Chemical synthesis
10.1016/j.ultsonch.2015.08.023,Chemical synthesis
10.1016/j.ultsonch.2015.11.014,Crystal engineering
10.1016/j.ultsonch.2015.12.007,Chemical synthesis
10.1016/j.ultsonch.2015.12.014,Chemical synthesis
10.1016/j.ultsonch.2015.12.020,Chemical synthesis
10.1016/j.ultsonch.2016.02.022,Chemical synthesis
10.1016/j.ultsonch.2016.04.013,Functional materials
10.1016/j.ultsonch.2016.06.011,Chemical synthesis
10.1016/j.ultsonch.2016.06.024,Crystal engineering
10.1016/j.ultsonch.2016.06.032,Crystal engineering
10.1016/j.ultsonch.2016.09.022,Chemical synthesis
10.1016/j.ultsonch.2016.10.001,Chemical synthesis
10.1016/j.ultsonch.2016.12.031,Crystal engineering
10.1016/j.ultsonch.2017.01.007,Functional materials
10.1016/j.ultsonch.2017.01.018,Functional materials
10.1016/j.ultsonch.2017.01.021,Chemical synthesis
10.1016/j.ultsonch.2017.01.027,Functional materials
10.1016/j.ultsonch.2017.02.011,Functional materials
10.1016/j.ultsonch.2017.02.023,Chemical synthesis
10.1016/j.ultsonch.2017.04.008,Crystal engineering
10.1016/j.ultsonch.2017.04.039,Functional materials
10.1016/j.ultsonch.2017.06.009,Functional materials
10.1016/j.ultsonch.2017.06.013,Chemical synthesis
10.1016/j.ultsonch.2017.06.028,Functional materials
10.1016/j.ultsonch.2017.07.038,Functional materials
10.1016/j.ultsonch.2017.07.041,Functional materials
10.1016/j.ultsonch.2017.08.009,Chemical synthesis
10.1016/j.ultsonch.2017.09.001,Functional materials
10.1016/j.ultsonch.2017.09.004,Chemical synthesis
10.1016/j.ultsonch.2017.09.009,Functional materials
10.1016/j.ultsonch.2017.09.014,Crystal engineering
10.1016/j.ultsonch.2017.09.030,Functional materials
10.1016/j.ultsonch.2017.09.046,Functional materials
10.1016/j.ultsonch.2017.11.009,Functional materials
10.1016/j.ultsonch.2017.11.018,Crystal engineering
10.1016/j.ultsonch.2017.11.033,Chemical synthesis
10.1016/j.ultsonch.2017.11.035,Chemical synthesis
10.1016/j.ultsonch.2017.12.027,Functional materials
10.1016/j.ultsonch.2017.12.032,Functional materials
10.1016/j.ultsonch.2017.12.036,Chemical synthesis
10.1016/j.ultsonch.2018.02.031,Functional materials
10.1016/j.ultsonch.2018.02.048,Functional materials
10.1016/j.ultsonch.2018.02.050,Crystal engineering
10.1016/j.ultsonch.2018.03.001,Crystal engineering
10.1016/j.ultsonch.2018.03.012,Chemical synthesis
10.1016/j.ultsonch.2018.03.014,Crystal engineering
10.1016/j.ultsonch.2018.04.001,Crystal engineering
10.1016/j.ultsonch.2018.05.016,Chemical synthesis
10.1016/j.ultsonch.2018.08.004,Functional materials
10.1016/j.ultsonch.2018.08.027,Functional materials
10.1016/j.ultsonch.2018.11.002,Functional materials
10.1016/j.ultsonch.2019.04.015,Functional materials
10.1016/j.ultsonch.2019.104653,Functional materials
10.1016/j.ultsonch.2019.104729,Chemical synthesis
10.1016/j.ultsonch.2019.104746,Chemical synthesis
10.1016/j.ultsonch.2019.104862,Functional materials
10.1016/j.ultsonch.2020.105110,Functional materials
10.1016/j.ultsonch.2020.105246,Functional materials
10.1016/j.ultsonch.2020.105275,Functional materials
10.1016/j.ultsonch.2020.105292,Functional materials
10.1016/j.ultsonch.2021.105616,Chemical synthesis
10.1016/j.ultsonch.2022.106003,Functional materials
10.1016/j.ultsonch.2023.106377,Functional materials
10.1016/j.ultsonch.2023.106443,Chemical synthesis
10.1016/j.ultsonch.2025.107264,Functional materials
10.1016/j.vacuum.2018.09.019,Functional materials
10.1016/j.vacuum.2019.01.011,Chemical synthesis
10.1016/j.vacuum.2019.03.038,Theory & modeling
10.1016/j.vibspec.2016.03.015,Functional materials
10.1016/j.xcrp.2021.100421,Functional materials
10.1016/j.xcrp.2022.100875,Functional materials
10.1016/j.xcrp.2022.101004,Functional materials
10.1016/j.xcrp.2022.101063,Theory & modeling
10.1016/j.xcrp.2023.101383,Functional materials
10.1016/j.xcrp.2023.101412,Functional materials
10.1016/j.xcrp.2024.102318,Functional materials
10.1016/s0010-8545(03)00033-x,Theory & modeling
10.1016/s0020-1693(02)00875-7,Crystal engineering
10.1016/s0020-1693(02)00905-2,Crystal engineering
10.1016/s0020-1693(97)05661-2,Crystal engineering
10.1016/s0022-2860(03)00149-2,Crystal engineering
10.1016/s0022-2860(03)00349-1,Crystal engineering
10.1016/s0022-2860(03)00405-8,Crystal engineering
10.1016/s0022-2860(03)00416-2,Crystal engineering
10.1016/s0022-2860(03)00498-8,Crystal engineering
10.1016/s0277-5387(01)00975-5,Crystal engineering
10.1016/s0277-5387(02)01302-5,Crystal engineering
10.1016/s1002-0721(08)60250-1,Crystal engineering
10.1016/s1002-0721(10)60489-9,Crystal engineering
10.1016/s1002-0721(14)60050-8,Functional materials
10.1016/s1003-9953(11)60419-2,Functional materials
10.1016/s1293-2558(02)01275-x,Crystal engineering
10.1016/s1387-1811(02)00609-1,Chemical synthesis
10.1016/s1387-1811(03)00393-7,Functional materials
10.1016/s1387-7003(00)00102-7,Crystal engineering
10.1016/s1387-7003(01)00238-6,Crystal engineering
10.1016/s1387-7003(02)00340-4,Crystal engineering
10.1016/s1387-7003(02)00385-4,Chemical synthesis
10.1016/s1387-7003(02)00515-4,Crystal engineering
10.1016/s1387-7003(02)00705-0,Crystal engineering
10.1016/s1387-7003(03)00242-9,Crystal engineering
10.1016/s1872-2067(23)64562-0,Functional materials
10.1016/s1872-2067(24)60020-3,Functional materials
10.1016/s1872-5805(12)60013-4,Functional materials
10.1016/s2095-4956(13)60017-0,Functional materials
10.1021/ac200646w,Crystal engineering
10.1021/ac402254u,Functional materials
10.1021/ac402651y,Functional materials
10.1021/ac502146c,Chemical synthesis
10.1021/acs.analchem.2c00019,Functional materials
10.1021/acs.analchem.2c04765,Functional materials
10.1021/acs.analchem.2c05511,Chemical synthesis
10.1021/acs.analchem.4c01425,Chemical synthesis
10.1021/acs.analchem.4c06080,Functional materials
10.1021/acs.analchem.5b00391,Functional materials
10.1021/acs.analchem.7b03723,Functional materials
10.1021/acs.analchem.8b01670,Functional materials
10.1021/acs.analchem.9b03143,Functional materials
10.1021/acs.analchem.9b04598,Functional materials
10.1021/acs.cgd.0c00088,Crystal engineering
10.1021/acs.cgd.0c00129,Functional materials
10.1021/acs.cgd.0c00234,Crystal engineering
10.1021/acs.cgd.0c00258,Crystal engineering
10.1021/acs.cgd.0c00269,Theory & modeling
10.1021/acs.cgd.0c00275,Crystal engineering
10.1021/acs.cgd.0c00408,Crystal engineering
10.1021/acs.cgd.0c00478,Crystal engineering
10.1021/acs.cgd.0c00608,Functional materials
10.1021/acs.cgd.0c00611,Crystal engineering
10.1021/acs.cgd.0c00690,Functional materials
10.1021/acs.cgd.0c00710,Crystal engineering
10.1021/acs.cgd.0c00713,Functional materials
10.1021/acs.cgd.0c00739,Functional materials
10.1021/acs.cgd.0c00740,Chemical synthesis
10.1021/acs.cgd.0c00747,Functional materials
10.1021/acs.cgd.0c00817,Functional materials
10.1021/acs.cgd.0c00827,Functional materials
10.1021/acs.cgd.0c00846,Functional materials
10.1021/acs.cgd.0c00857,Functional materials
10.1021/acs.cgd.0c00895,Functional materials
10.1021/acs.cgd.0c01028,Chemical synthesis
10.1021/acs.cgd.0c01108,Crystal engineering
10.1021/acs.cgd.0c01118,Chemical synthesis
10.1021/acs.cgd.0c01221,Functional materials
10.1021/acs.cgd.0c01390,Crystal engineering
10.1021/acs.cgd.0c01394,Functional materials
10.1021/acs.cgd.0c01661,Crystal engineering
10.1021/acs.cgd.0c01666,Chemical synthesis
10.1021/acs.cgd.0c01703,Functional materials
10.1021/acs.cgd.0c01724,Crystal engineering
10.1021/acs.cgd.1c00077,Crystal engineering
10.1021/acs.cgd.1c00122,Chemical synthesis
10.1021/acs.cgd.1c00213,Chemical synthesis
10.1021/acs.cgd.1c00237,Crystal engineering
10.1021/acs.cgd.1c00385,Functional materials
10.1021/acs.cgd.1c00411,Chemical synthesis
10.1021/acs.cgd.1c00491,Crystal engineering
10.1021/acs.cgd.1c00587,Chemical synthesis
10.1021/acs.cgd.1c00606,Chemical synthesis
10.1021/acs.cgd.1c00637,Crystal engineering
10.1021/acs.cgd.1c00648,Functional materials
10.1021/acs.cgd.1c00766,Functional materials
10.1021/acs.cgd.1c00847,Chemical synthesis
10.1021/acs.cgd.1c00861,Crystal engineering
10.1021/acs.cgd.1c00877,Theory & modeling
10.1021/acs.cgd.1c00968,Chemical synthesis
10.1021/acs.cgd.1c00979,Functional materials
10.1021/acs.cgd.1c01008,Crystal engineering
10.1021/acs.cgd.1c01091,Functional materials
10.1021/acs.cgd.1c01145,Crystal engineering
10.1021/acs.cgd.1c01151,Crystal engineering
10.1021/acs.cgd.1c01183,Chemical synthesis
10.1021/acs.cgd.1c01245,Crystal engineering
10.1021/acs.cgd.1c01302,Chemical synthesis
10.1021/acs.cgd.1c01369,Functional materials
10.1021/acs.cgd.1c01380,Functional materials
10.1021/acs.cgd.1c01412,Functional materials
10.1021/acs.cgd.2c00021,Chemical synthesis
10.1021/acs.cgd.2c00073,Crystal engineering
10.1021/acs.cgd.2c00140,Chemical synthesis
10.1021/acs.cgd.2c00174,Crystal engineering
10.1021/acs.cgd.2c00178,Chemical synthesis
10.1021/acs.cgd.2c00229,Functional materials
10.1021/acs.cgd.2c00265,Crystal engineering
10.1021/acs.cgd.2c00331,Crystal engineering
10.1021/acs.cgd.2c00338,Functional materials
10.1021/acs.cgd.2c00398,Crystal engineering
10.1021/acs.cgd.2c00635,Functional materials
10.1021/acs.cgd.2c00664,Functional materials
10.1021/acs.cgd.2c00737,Crystal engineering
10.1021/acs.cgd.2c00762,Crystal engineering
10.1021/acs.cgd.2c00890,Functional materials
10.1021/acs.cgd.2c01003,Functional materials
10.1021/acs.cgd.2c01053,Functional materials
10.1021/acs.cgd.2c01060,Functional materials
10.1021/acs.cgd.2c01090,Crystal engineering
10.1021/acs.cgd.2c01311,Chemical synthesis
10.1021/acs.cgd.2c01552,Functional materials
10.1021/acs.cgd.3c00151,Functional materials
10.1021/acs.cgd.3c00266,Functional materials
10.1021/acs.cgd.3c00478,Functional materials
10.1021/acs.cgd.3c01172,Crystal engineering
10.1021/acs.cgd.3c01187,Functional materials
10.1021/acs.cgd.3c01222,Crystal engineering
10.1021/acs.cgd.3c01329,Functional materials
10.1021/acs.cgd.4c00161,Functional materials
10.1021/acs.cgd.4c00224,Functional materials
10.1021/acs.cgd.4c00282,Functional materials
10.1021/acs.cgd.4c00354,Functional materials
10.1021/acs.cgd.4c00415,Functional materials
10.1021/acs.cgd.4c00508,Chemical synthesis
10.1021/acs.cgd.4c00594,Crystal engineering
10.1021/acs.cgd.4c00806,Chemical synthesis
10.1021/acs.cgd.4c00818,Theory & modeling
10.1021/acs.cgd.4c00913,Functional materials
10.1021/acs.cgd.4c00935,Chemical synthesis
10.1021/acs.cgd.4c01038,Crystal engineering
10.1021/acs.cgd.4c01056,Crystal engineering
10.1021/acs.cgd.4c01106,Functional materials
10.1021/acs.cgd.4c01394,Functional materials
10.1021/acs.cgd.4c01476,Crystal engineering
10.1021/acs.cgd.4c01575,Functional materials
10.1021/acs.cgd.4c01606,Chemical synthesis
10.1021/acs.cgd.5b00003,Functional materials
10.1021/acs.cgd.5b00016,Functional materials
10.1021/acs.cgd.5b00018,Functional materials
10.1021/acs.cgd.5b00056,Crystal engineering
10.1021/acs.cgd.5b00117,Crystal engineering
10.1021/acs.cgd.5b00164,Crystal engineering
10.1021/acs.cgd.5b00218,Crystal engineering
10.1021/acs.cgd.5b00304,Functional materials
10.1021/acs.cgd.5b00327,Crystal engineering
10.1021/acs.cgd.5b00384,Chemical synthesis
10.1021/acs.cgd.5b00411,Crystal engineering
10.1021/acs.cgd.5b00426,Theory & modeling
10.1021/acs.cgd.5b00428,Crystal engineering
10.1021/acs.cgd.5b00450,Functional materials
10.1021/acs.cgd.5b00504,Functional materials
10.1021/acs.cgd.5b00530,Functional materials
10.1021/acs.cgd.5b00625,Crystal engineering
10.1021/acs.cgd.5b00661,Crystal engineering
10.1021/acs.cgd.5b00681,Crystal engineering
10.1021/acs.cgd.5b00697,Crystal engineering
10.1021/acs.cgd.5b00741,Crystal engineering
10.1021/acs.cgd.5b00755,Functional materials
10.1021/acs.cgd.5b00757,Functional materials
10.1021/acs.cgd.5b00791,Crystal engineering
10.1021/acs.cgd.5b00861,Chemical synthesis
10.1021/acs.cgd.5b00996,Crystal engineering
10.1021/acs.cgd.5b01133,Crystal engineering
10.1021/acs.cgd.5b01178,Functional materials
10.1021/acs.cgd.5b01213,Chemical synthesis
10.1021/acs.cgd.5b01257,Crystal engineering
10.1021/acs.cgd.5b01319,Chemical synthesis
10.1021/acs.cgd.5b01365,Chemical synthesis
10.1021/acs.cgd.5b01392,Crystal engineering
10.1021/acs.cgd.5b01412,Crystal engineering
10.1021/acs.cgd.5b01457,Crystal engineering
10.1021/acs.cgd.5b01481,Functional materials
10.1021/acs.cgd.5b01509,Crystal engineering
10.1021/acs.cgd.5b01559,Functional materials
10.1021/acs.cgd.5b01594,Crystal engineering
10.1021/acs.cgd.5b01680,Crystal engineering
10.1021/acs.cgd.5b01684,Chemical synthesis
10.1021/acs.cgd.5b01696,Chemical synthesis
10.1021/acs.cgd.5b01716,Chemical synthesis
10.1021/acs.cgd.5b01772,Crystal engineering
10.1021/acs.cgd.5b01785,Chemical synthesis
10.1021/acs.cgd.5b01843,Chemical synthesis
10.1021/acs.cgd.5c00021,Chemical synthesis
10.1021/acs.cgd.5c00040,Crystal engineering
10.1021/acs.cgd.5c00081,Functional materials
10.1021/acs.cgd.5c00500,Functional materials
10.1021/acs.cgd.5c00874,Functional materials
10.1021/acs.cgd.6b00007,Chemical synthesis
10.1021/acs.cgd.6b00028,Crystal engineering
10.1021/acs.cgd.6b00038,Chemical synthesis
10.1021/acs.cgd.6b00051,Crystal engineering
10.1021/acs.cgd.6b00060,Crystal engineering
10.1021/acs.cgd.6b00065,Functional materials
10.1021/acs.cgd.6b00076,Chemical synthesis
10.1021/acs.cgd.6b00103,Functional materials
10.1021/acs.cgd.6b00151,Functional materials
10.1021/acs.cgd.6b00176,Crystal engineering
10.1021/acs.cgd.6b00197,Crystal engineering
10.1021/acs.cgd.6b00258,Crystal engineering
10.1021/acs.cgd.6b00274,Functional materials
10.1021/acs.cgd.6b00313,Chemical synthesis
10.1021/acs.cgd.6b00463,Functional materials
10.1021/acs.cgd.6b00502,Functional materials
10.1021/acs.cgd.6b00527,Crystal engineering
10.1021/acs.cgd.6b00593,Crystal engineering
10.1021/acs.cgd.6b00610,Crystal engineering
10.1021/acs.cgd.6b00622,Crystal engineering
10.1021/acs.cgd.6b00735,Functional materials
10.1021/acs.cgd.6b00776,Functional materials
10.1021/acs.cgd.6b00780,Crystal engineering
10.1021/acs.cgd.6b00795,Functional materials
10.1021/acs.cgd.6b00813,Functional materials
10.1021/acs.cgd.6b00903,Functional materials
10.1021/acs.cgd.6b00926,Crystal engineering
10.1021/acs.cgd.6b00991,Functional materials
10.1021/acs.cgd.6b01054,Crystal engineering
10.1021/acs.cgd.6b01097,Crystal engineering
10.1021/acs.cgd.6b01161,Chemical synthesis
10.1021/acs.cgd.6b01352,Crystal engineering
10.1021/acs.cgd.6b01392,Chemical synthesis
10.1021/acs.cgd.6b01398,Functional materials
10.1021/acs.cgd.6b01431,Crystal engineering
10.1021/acs.cgd.6b01512,Crystal engineering
10.1021/acs.cgd.6b01533,Crystal engineering
10.1021/acs.cgd.6b01538,Functional materials
10.1021/acs.cgd.6b01591,Crystal engineering
10.1021/acs.cgd.6b01597,Functional materials
10.1021/acs.cgd.6b01658,Functional materials
10.1021/acs.cgd.6b01732,Crystal engineering
10.1021/acs.cgd.6b01755,Functional materials
10.1021/acs.cgd.6b01763,Crystal engineering
10.1021/acs.cgd.6b01768,Crystal engineering
10.1021/acs.cgd.6b01776,Functional materials
10.1021/acs.cgd.6b01808,Functional materials
10.1021/acs.cgd.7b00001,Crystal engineering
10.1021/acs.cgd.7b00007,Functional materials
10.1021/acs.cgd.7b00030,Functional materials
10.1021/acs.cgd.7b00077,Functional materials
10.1021/acs.cgd.7b00118,Functional materials
10.1021/acs.cgd.7b00119,Functional materials
10.1021/acs.cgd.7b00141,Functional materials
10.1021/acs.cgd.7b00153,Chemical synthesis
10.1021/acs.cgd.7b00166,Functional materials
10.1021/acs.cgd.7b00171,Crystal engineering
10.1021/acs.cgd.7b00174,Crystal engineering
10.1021/acs.cgd.7b00188,Functional materials
10.1021/acs.cgd.7b00274,Crystal engineering
10.1021/acs.cgd.7b00373,Functional materials
10.1021/acs.cgd.7b00400,Functional materials
10.1021/acs.cgd.7b00450,Crystal engineering
10.1021/acs.cgd.7b00504,Functional materials
10.1021/acs.cgd.7b00575,Functional materials
10.1021/acs.cgd.7b00598,Crystal engineering
10.1021/acs.cgd.7b00784,Functional materials
10.1021/acs.cgd.7b00795,Crystal engineering
10.1021/acs.cgd.7b00825,Crystal engineering
10.1021/acs.cgd.7b00830,Crystal engineering
10.1021/acs.cgd.7b00848,Theory & modeling
10.1021/acs.cgd.7b00877,Crystal engineering
10.1021/acs.cgd.7b00892,Crystal engineering
10.1021/acs.cgd.7b00898,Functional materials
10.1021/acs.cgd.7b00967,Crystal engineering
10.1021/acs.cgd.7b01061,Crystal engineering
10.1021/acs.cgd.7b01070,Crystal engineering
10.1021/acs.cgd.7b01082,Functional materials
10.1021/acs.cgd.7b01085,Crystal engineering
10.1021/acs.cgd.7b01133,Crystal engineering
10.1021/acs.cgd.7b01171,Crystal engineering
10.1021/acs.cgd.7b01190,Crystal engineering
10.1021/acs.cgd.7b01211,Chemical synthesis
10.1021/acs.cgd.7b01250,Functional materials
