DOI,Publisher,DOI Link,Classification
10.1002/aoc.6566,publisher_W,https://doi.org/10.1002/aoc.6566,Functional materials
10.1002/aoc.6648,publisher_W,https://doi.org/10.1002/aoc.6648,Functional materials
10.1007/s10934-016-0186-z,publisher_S,https://doi.org/10.1007/s10934-016-0186-z,Functional materials
10.1039/c4dt03087g,publisher_R,https://doi.org/10.1039/c4dt03087g,Functional materials
10.1039/c1ce06044a,publisher_R,https://doi.org/10.1039/c1ce06044a,Crystal engineering
10.1039/d3qi00018d,publisher_R,https://doi.org/10.1039/d3qi00018d,Crystal engineering
10.1039/c9dt03933c,publisher_R,https://doi.org/10.1039/c9dt03933c,Functional materials
10.1039/c3tb21707h,publisher_R,https://doi.org/10.1039/c3tb21707h,Crystal engineering
10.1039/c1cc15962c,publisher_R,https://doi.org/10.1039/c1cc15962c,Functional materials
10.1039/d5gc01029b,publisher_R,https://doi.org/10.1039/d5gc01029b,Chemical synthesis
10.1039/c4cc01253d,publisher_R,https://doi.org/10.1039/c4cc01253d,Chemical synthesis
10.1002/chem.201504907,publisher_W,https://doi.org/10.1002/chem.201504907,Functional materials
10.1039/c4ta05638h,publisher_R,https://doi.org/10.1039/c4ta05638h,Functional materials
10.1039/c7dt01084b,publisher_R,https://doi.org/10.1039/c7dt01084b,Functional materials
10.1021/jp075047m,publisher_A,https://doi.org/10.1021/jp075047m,Crystal engineering
10.1021/acsanm.2c05555,publisher_A,https://doi.org/10.1021/acsanm.2c05555,Chemical synthesis
10.1039/c0nj00845a,publisher_R,https://doi.org/10.1039/c0nj00845a,Functional materials
10.1007/s10973-016-5521-8,publisher_S,https://doi.org/10.1007/s10973-016-5521-8,Crystal engineering
10.1007/s10973-019-08173-0,publisher_S,https://doi.org/10.1007/s10973-019-08173-0,Functional materials
10.1002/ejic.200901163,publisher_W,https://doi.org/10.1002/ejic.200901163,Crystal engineering
10.1021/acsami.0c10721,publisher_A,https://doi.org/10.1021/acsami.0c10721,Chemical synthesis
10.1021/ic302662x,publisher_A,https://doi.org/10.1021/ic302662x,Functional materials
10.1007/s10973-022-11769-8,publisher_S,https://doi.org/10.1007/s10973-022-11769-8,Chemical synthesis
10.1021/jacs.3c07047,publisher_A,https://doi.org/10.1021/jacs.3c07047,Functional materials
10.1021/ic502207f,publisher_A,https://doi.org/10.1021/ic502207f,Functional materials
10.1021/ic100181d,publisher_A,https://doi.org/10.1021/ic100181d,Crystal engineering
10.1021/jacs.6b03263,publisher_A,https://doi.org/10.1021/jacs.6b03263,Chemical synthesis
10.1039/c5ce02413g,publisher_R,https://doi.org/10.1039/c5ce02413g,Crystal engineering
10.1002/ajoc.202100535,publisher_W,https://doi.org/10.1002/ajoc.202100535,Functional materials
10.1021/acsami.3c17622,publisher_A,https://doi.org/10.1021/acsami.3c17622,Functional materials
10.1021/acs.inorgchem.3c02875,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c02875,Functional materials
10.1039/d1qi00759a,publisher_R,https://doi.org/10.1039/d1qi00759a,Functional materials
10.1021/acssuschemeng.8b00768,publisher_A,https://doi.org/10.1021/acssuschemeng.8b00768,Functional materials
10.1039/d1ra02025k,publisher_R,https://doi.org/10.1039/d1ra02025k,Functional materials
10.1021/ic502725y,publisher_A,https://doi.org/10.1021/ic502725y,Chemical synthesis
10.1021/acs.inorgchem.9b03639,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b03639,Functional materials
10.1039/c9dt02278c,publisher_R,https://doi.org/10.1039/c9dt02278c,Functional materials
10.1039/c9ce01245a,publisher_R,https://doi.org/10.1039/c9ce01245a,Crystal engineering
10.1039/c0nj00542h,publisher_R,https://doi.org/10.1039/c0nj00542h,Crystal engineering
10.1002/cplu.201600025,publisher_W,https://doi.org/10.1002/cplu.201600025,Crystal engineering
10.1039/c2ce26606g,publisher_R,https://doi.org/10.1039/c2ce26606g,Crystal engineering
10.1039/c9ra07737e,publisher_R,https://doi.org/10.1039/c9ra07737e,Crystal engineering
10.1021/cg901128k,publisher_A,https://doi.org/10.1021/cg901128k,Functional materials
10.1007/s13738-019-01672-9,publisher_S,https://doi.org/10.1007/s13738-019-01672-9,Crystal engineering
10.1007/s11243-018-0235-3,publisher_S,https://doi.org/10.1007/s11243-018-0235-3,Crystal engineering
10.1039/c3dt52888j,publisher_R,https://doi.org/10.1039/c3dt52888j,Functional materials
10.1039/c5cc01072a,publisher_R,https://doi.org/10.1039/c5cc01072a,Chemical synthesis
10.1039/c9ce00972h,publisher_R,https://doi.org/10.1039/c9ce00972h,Crystal engineering
10.1021/acs.inorgchem.6b01328,publisher_A,https://doi.org/10.1021/acs.inorgchem.6b01328,Functional materials
10.1039/c8qi00268a,publisher_R,https://doi.org/10.1039/c8qi00268a,Functional materials
10.1039/c8dt02686f,publisher_R,https://doi.org/10.1039/c8dt02686f,Functional materials
10.1039/d1dt04190h,publisher_R,https://doi.org/10.1039/d1dt04190h,Functional materials
10.1021/ic801779j,publisher_A,https://doi.org/10.1021/ic801779j,Crystal engineering
10.1039/d2dt01283a,publisher_R,https://doi.org/10.1039/d2dt01283a,Functional materials
10.1039/c8dt01017j,publisher_R,https://doi.org/10.1039/c8dt01017j,Functional materials
10.1007/s11243-023-00521-2,publisher_S,https://doi.org/10.1007/s11243-023-00521-2,Functional materials
10.1007/s11243-024-00611-9,publisher_S,https://doi.org/10.1007/s11243-024-00611-9,Functional materials
10.1039/c6qi00381h,publisher_R,https://doi.org/10.1039/c6qi00381h,Functional materials
10.1021/acs.cgd.5b00791,publisher_A,https://doi.org/10.1021/acs.cgd.5b00791,Crystal engineering
10.1039/c4ce00105b,publisher_R,https://doi.org/10.1039/c4ce00105b,Crystal engineering
10.1039/c8dt02816h,publisher_R,https://doi.org/10.1039/c8dt02816h,Functional materials
10.1039/c4ce01270d,publisher_R,https://doi.org/10.1039/c4ce01270d,Crystal engineering
10.1039/c3ta13242k,publisher_R,https://doi.org/10.1039/c3ta13242k,Functional materials
10.1039/c9ra08659e,publisher_R,https://doi.org/10.1039/c9ra08659e,Crystal engineering
10.1021/cg201028e,publisher_A,https://doi.org/10.1021/cg201028e,Crystal engineering
10.1002/ejic.201000832,publisher_W,https://doi.org/10.1002/ejic.201000832,Crystal engineering
10.1039/d2ce00061j,publisher_R,https://doi.org/10.1039/d2ce00061j,Functional materials
10.1021/cg4007789,publisher_A,https://doi.org/10.1021/cg4007789,Crystal engineering
10.1039/b904000e,publisher_R,https://doi.org/10.1039/b904000e,Crystal engineering
10.1002/zaac.201200537,publisher_W,https://doi.org/10.1002/zaac.201200537,Crystal engineering
10.1039/d2ce01085b,publisher_R,https://doi.org/10.1039/d2ce01085b,Functional materials
10.1021/cg1009175,publisher_A,https://doi.org/10.1021/cg1009175,Crystal engineering
10.1039/c1ce05196b,publisher_R,https://doi.org/10.1039/c1ce05196b,Crystal engineering
10.1039/c6ce01457g,publisher_R,https://doi.org/10.1039/c6ce01457g,Functional materials
10.1021/cg9012262,publisher_A,https://doi.org/10.1021/cg9012262,Crystal engineering
10.1039/c4ra02872d,publisher_R,https://doi.org/10.1039/c4ra02872d,Crystal engineering
10.1021/acs.inorgchem.1c00408,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c00408,Functional materials
10.1039/c1ce05817g,publisher_R,https://doi.org/10.1039/c1ce05817g,Crystal engineering
10.1039/c1cc16147d,publisher_R,https://doi.org/10.1039/c1cc16147d,Chemical synthesis
10.1039/c3ce40109j,publisher_R,https://doi.org/10.1039/c3ce40109j,Crystal engineering
10.1021/cg200730k,publisher_A,https://doi.org/10.1021/cg200730k,Crystal engineering
10.1039/c6ce00600k,publisher_R,https://doi.org/10.1039/c6ce00600k,Crystal engineering
10.1039/c2ce05948g,publisher_R,https://doi.org/10.1039/c2ce05948g,Crystal engineering
10.1021/cg4014416,publisher_A,https://doi.org/10.1021/cg4014416,Functional materials
10.1002/cplu.201600146,publisher_W,https://doi.org/10.1002/cplu.201600146,Functional materials
10.1039/c1ce06050c,publisher_R,https://doi.org/10.1039/c1ce06050c,Crystal engineering
10.1039/c5ra14948g,publisher_R,https://doi.org/10.1039/c5ra14948g,Crystal engineering
10.1039/b804944k,publisher_R,https://doi.org/10.1039/b804944k,Crystal engineering
10.1007/s10562-016-1805-7,publisher_S,https://doi.org/10.1007/s10562-016-1805-7,Functional materials
10.1021/ic400536e,publisher_A,https://doi.org/10.1021/ic400536e,Crystal engineering
10.1007/s11144-021-01991-0,publisher_S,https://doi.org/10.1007/s11144-021-01991-0,Functional materials
10.1021/cg200961a,publisher_A,https://doi.org/10.1021/cg200961a,Crystal engineering
10.1021/cg0700216,publisher_A,https://doi.org/10.1021/cg0700216,Crystal engineering
10.1021/cg401825f,publisher_A,https://doi.org/10.1021/cg401825f,Crystal engineering
10.1021/acs.cgd.5b00697,publisher_A,https://doi.org/10.1021/acs.cgd.5b00697,Crystal engineering
10.1039/c005207h,publisher_R,https://doi.org/10.1039/c005207h,Crystal engineering
10.1039/b502651b,publisher_R,https://doi.org/10.1039/b502651b,Crystal engineering
10.1021/cg900579s,publisher_A,https://doi.org/10.1021/cg900579s,Functional materials
10.1039/d4ce00332b,publisher_R,https://doi.org/10.1039/d4ce00332b,Crystal engineering
10.1021/ic801631w,publisher_A,https://doi.org/10.1021/ic801631w,Crystal engineering
10.1039/b805263h,publisher_R,https://doi.org/10.1039/b805263h,Crystal engineering
10.1002/slct.201802797,publisher_W,https://doi.org/10.1002/slct.201802797,Crystal engineering
10.1021/acs.inorgchem.3c01230,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c01230,Functional materials
10.1039/c2dt11966h,publisher_R,https://doi.org/10.1039/c2dt11966h,Crystal engineering
10.1002/chem.201002993,publisher_W,https://doi.org/10.1002/chem.201002993,Crystal engineering
10.1039/b304826h,publisher_R,https://doi.org/10.1039/b304826h,Crystal engineering
10.1002/cjoc.201500622,publisher_W,https://doi.org/10.1002/cjoc.201500622,Functional materials
10.1021/ic100188w,publisher_A,https://doi.org/10.1021/ic100188w,Functional materials
10.1002/zaac.201300500,publisher_W,https://doi.org/10.1002/zaac.201300500,Functional materials
10.1021/cg2004672,publisher_A,https://doi.org/10.1021/cg2004672,Functional materials
10.1021/acs.inorgchem.2c03472,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c03472,Functional materials
10.1039/d2dt01032a,publisher_R,https://doi.org/10.1039/d2dt01032a,Functional materials
10.1021/cg900397r,publisher_A,https://doi.org/10.1021/cg900397r,Crystal engineering
10.1039/c8ce00795k,publisher_R,https://doi.org/10.1039/c8ce00795k,Chemical synthesis
10.1021/acsmaterialslett.0c00012,publisher_A,https://doi.org/10.1021/acsmaterialslett.0c00012,Crystal engineering
10.1002/anie.201608463,publisher_W,https://doi.org/10.1002/anie.201608463,Crystal engineering
10.1002/admi.201801062,publisher_W,https://doi.org/10.1002/admi.201801062,Functional materials
10.1021/acs.cgd.3c00151,publisher_A,https://doi.org/10.1021/acs.cgd.3c00151,Functional materials
10.1039/c6gc01648k,publisher_R,https://doi.org/10.1039/c6gc01648k,Chemical synthesis
10.1002/ejic.201200033,publisher_W,https://doi.org/10.1002/ejic.201200033,Chemical synthesis
10.1039/d0ra06578a,publisher_R,https://doi.org/10.1039/d0ra06578a,Functional materials
10.1039/c3dt52103f,publisher_R,https://doi.org/10.1039/c3dt52103f,Chemical synthesis
10.1021/ja0645483,publisher_A,https://doi.org/10.1021/ja0645483,Crystal engineering
10.1039/c6ce01513a,publisher_R,https://doi.org/10.1039/c6ce01513a,Crystal engineering
10.1039/b800820e,publisher_R,https://doi.org/10.1039/b800820e,Crystal engineering
10.1039/c0ce00715c,publisher_R,https://doi.org/10.1039/c0ce00715c,Crystal engineering
10.1002/adma.202414151,publisher_W,https://doi.org/10.1002/adma.202414151,Crystal engineering
10.1039/c1ce05592e,publisher_R,https://doi.org/10.1039/c1ce05592e,Crystal engineering
10.1039/c9ce01041f,publisher_R,https://doi.org/10.1039/c9ce01041f,Functional materials
10.1021/jacs.0c00637,publisher_A,https://doi.org/10.1021/jacs.0c00637,Crystal engineering
10.1021/jacs.5c05068,publisher_A,https://doi.org/10.1021/jacs.5c05068,Functional materials
10.1021/ja5111317,publisher_A,https://doi.org/10.1021/ja5111317,Crystal engineering
10.1039/c7qm00263g,publisher_R,https://doi.org/10.1039/c7qm00263g,Crystal engineering
10.1016/j.matt.2019.11.002,publisher_E,https://doi.org/10.1016/j.matt.2019.11.002,Chemical synthesis
10.1021/cg900828v,publisher_A,https://doi.org/10.1021/cg900828v,Crystal engineering
10.1002/ejic.201900584,publisher_W,https://doi.org/10.1002/ejic.201900584,Functional materials
10.1021/acs.chemmater.9b02462,publisher_A,https://doi.org/10.1021/acs.chemmater.9b02462,Functional materials
10.1021/ic048755k,publisher_A,https://doi.org/10.1021/ic048755k,Crystal engineering
10.1039/c4ra13924k,publisher_R,https://doi.org/10.1039/c4ra13924k,Functional materials
10.1039/c3cy00503h,publisher_R,https://doi.org/10.1039/c3cy00503h,Functional materials
10.1039/d1dt01204e,publisher_R,https://doi.org/10.1039/d1dt01204e,Crystal engineering
10.1039/c2nj20587d,publisher_R,https://doi.org/10.1039/c2nj20587d,Functional materials
10.1002/chem.201101530,publisher_W,https://doi.org/10.1002/chem.201101530,Chemical synthesis
10.1039/c5cc04928h,publisher_R,https://doi.org/10.1039/c5cc04928h,Functional materials
10.1039/c5cc03469h,publisher_R,https://doi.org/10.1039/c5cc03469h,Chemical synthesis
10.1021/acsami.8b08167,publisher_A,https://doi.org/10.1021/acsami.8b08167,Functional materials
10.1039/c8cc04147d,publisher_R,https://doi.org/10.1039/c8cc04147d,Chemical synthesis
10.1021/acs.langmuir.3c00018,publisher_A,https://doi.org/10.1021/acs.langmuir.3c00018,Functional materials
10.1021/cg801193r,publisher_A,https://doi.org/10.1021/cg801193r,Functional materials
10.1039/d3sm01658g,publisher_R,https://doi.org/10.1039/d3sm01658g,Chemical synthesis
10.1021/acs.inorgchem.9b00077,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00077,Crystal engineering
10.1002/aoc.5566,publisher_W,https://doi.org/10.1002/aoc.5566,Functional materials
10.1021/acs.inorgchem.5c00221,publisher_A,https://doi.org/10.1021/acs.inorgchem.5c00221,Crystal engineering
10.1039/c4dt04013a,publisher_R,https://doi.org/10.1039/c4dt04013a,Crystal engineering
10.1007/s10562-022-04213-x,publisher_S,https://doi.org/10.1007/s10562-022-04213-x,Chemical synthesis
10.1021/acs.inorgchem.2c02215,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c02215,Functional materials
10.1039/d1dt01413g,publisher_R,https://doi.org/10.1039/d1dt01413g,Functional materials
10.1021/acsanm.4c07020,publisher_A,https://doi.org/10.1021/acsanm.4c07020,Functional materials
10.1039/c0dt01011a,publisher_R,https://doi.org/10.1039/c0dt01011a,Functional materials
10.1021/jp312590r,publisher_A,https://doi.org/10.1021/jp312590r,Chemical synthesis
10.1039/c2jm30389b,publisher_R,https://doi.org/10.1039/c2jm30389b,Functional materials
10.1039/d2dt00714b,publisher_R,https://doi.org/10.1039/d2dt00714b,Functional materials
10.1039/d1ta00149c,publisher_R,https://doi.org/10.1039/d1ta00149c,Functional materials
10.1002/adom.202302405,publisher_W,https://doi.org/10.1002/adom.202302405,Functional materials
10.1021/acs.inorgchem.7b03278,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b03278,Functional materials
10.1039/c7dt00218a,publisher_R,https://doi.org/10.1039/c7dt00218a,Crystal engineering
10.1039/c5dt03738g,publisher_R,https://doi.org/10.1039/c5dt03738g,Crystal engineering
10.1039/c4ra02291b,publisher_R,https://doi.org/10.1039/c4ra02291b,Crystal engineering
10.1021/acs.chemmater.0c03132,publisher_A,https://doi.org/10.1021/acs.chemmater.0c03132,Functional materials
10.1021/acsomega.1c01148,publisher_A,https://doi.org/10.1021/acsomega.1c01148,Functional materials
10.1002/asia.201403123,publisher_W,https://doi.org/10.1002/asia.201403123,Functional materials
10.1021/acs.cgd.8b00196,publisher_A,https://doi.org/10.1021/acs.cgd.8b00196,Crystal engineering
10.1021/acsanm.4c04072,publisher_A,https://doi.org/10.1021/acsanm.4c04072,Functional materials
10.1021/cg401519w,publisher_A,https://doi.org/10.1021/cg401519w,Crystal engineering
10.1021/acsami.3c08470,publisher_A,https://doi.org/10.1021/acsami.3c08470,Functional materials
10.1021/jacs.8b05765,publisher_A,https://doi.org/10.1021/jacs.8b05765,Functional materials
10.1021/jacs.2c09487,publisher_A,https://doi.org/10.1021/jacs.2c09487,Crystal engineering
10.1021/acs.nanolett.9b04997,publisher_A,https://doi.org/10.1021/acs.nanolett.9b04997,Theory & modeling
10.1002/poc.4150,publisher_W,https://doi.org/10.1002/poc.4150,Crystal engineering
10.1021/ic5001232,publisher_A,https://doi.org/10.1021/ic5001232,Crystal engineering
10.1021/acsami.1c13757,publisher_A,https://doi.org/10.1021/acsami.1c13757,Functional materials
10.1021/acsami.2c17007,publisher_A,https://doi.org/10.1021/acsami.2c17007,Functional materials
10.1002/cplu.201402027,publisher_W,https://doi.org/10.1002/cplu.201402027,Functional materials
10.1021/cg400180j,publisher_A,https://doi.org/10.1021/cg400180j,Crystal engineering
10.1039/c2ce26586a,publisher_R,https://doi.org/10.1039/c2ce26586a,Crystal engineering
10.1039/c2cc35348b,publisher_R,https://doi.org/10.1039/c2cc35348b,Chemical synthesis
10.1002/ejic.202000031,publisher_W,https://doi.org/10.1002/ejic.202000031,Functional materials
10.1021/acsomega.3c07906,publisher_A,https://doi.org/10.1021/acsomega.3c07906,Functional materials
10.1021/acs.inorgchem.9b01666,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b01666,Chemical synthesis
10.1039/c1ce05780d,publisher_R,https://doi.org/10.1039/c1ce05780d,Chemical synthesis
10.1007/s10934-014-9840-5,publisher_S,https://doi.org/10.1007/s10934-014-9840-5,Chemical synthesis
10.1021/cg4003803,publisher_A,https://doi.org/10.1021/cg4003803,Crystal engineering
10.1039/c5dt03504j,publisher_R,https://doi.org/10.1039/c5dt03504j,Functional materials
10.1021/cg201059d,publisher_A,https://doi.org/10.1021/cg201059d,Functional materials
10.1021/cg060343u,publisher_A,https://doi.org/10.1021/cg060343u,Crystal engineering
10.1039/c2ce06563k,publisher_R,https://doi.org/10.1039/c2ce06563k,Functional materials
10.1021/jacs.9b08322,publisher_A,https://doi.org/10.1021/jacs.9b08322,Functional materials
10.1021/acs.chemmater.9b03662,publisher_A,https://doi.org/10.1021/acs.chemmater.9b03662,Chemical synthesis
10.1039/d2cp03746g,publisher_R,https://doi.org/10.1039/d2cp03746g,Theory & modeling
10.1021/acs.inorgchem.9b00084,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00084,Functional materials
10.1039/c5dt04033g,publisher_R,https://doi.org/10.1039/c5dt04033g,Functional materials
10.1021/acs.chemmater.9b04177,publisher_A,https://doi.org/10.1021/acs.chemmater.9b04177,Functional materials
10.1039/c9dt01572h,publisher_R,https://doi.org/10.1039/c9dt01572h,Crystal engineering
10.1021/acs.cgd.8b01566,publisher_A,https://doi.org/10.1021/acs.cgd.8b01566,Crystal engineering
10.1039/d3ce00039g,publisher_R,https://doi.org/10.1039/d3ce00039g,Crystal engineering
10.1021/acsami.0c08803,publisher_A,https://doi.org/10.1021/acsami.0c08803,Functional materials
10.1039/d1cc02104d,publisher_R,https://doi.org/10.1039/d1cc02104d,Functional materials
10.1021/acscatal.9b04905,publisher_A,https://doi.org/10.1021/acscatal.9b04905,Functional materials
10.1021/acscatal.5b02243,publisher_A,https://doi.org/10.1021/acscatal.5b02243,Functional materials
10.1021/acs.cgd.9b00241,publisher_A,https://doi.org/10.1021/acs.cgd.9b00241,Crystal engineering
10.1039/c9sc06500h,publisher_R,https://doi.org/10.1039/c9sc06500h,Functional materials
10.1002/ejic.201402552,publisher_W,https://doi.org/10.1002/ejic.201402552,Crystal engineering
10.1021/cg9014064,publisher_A,https://doi.org/10.1021/cg9014064,Crystal engineering
10.1039/c2ce25442e,publisher_R,https://doi.org/10.1039/c2ce25442e,Crystal engineering
10.1039/d0ra05926a,publisher_R,https://doi.org/10.1039/d0ra05926a,Crystal engineering
10.1002/zaac.201500536,publisher_W,https://doi.org/10.1002/zaac.201500536,Crystal engineering
10.1021/acs.inorgchem.3c01393,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c01393,Crystal engineering
10.1021/acs.inorgchem.4c00695,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c00695,Functional materials
10.1021/ic981123b,publisher_A,https://doi.org/10.1021/ic981123b,Chemical synthesis
10.1021/cg3008602,publisher_A,https://doi.org/10.1021/cg3008602,Crystal engineering
10.1021/ic061620p,publisher_A,https://doi.org/10.1021/ic061620p,Crystal engineering
10.1039/c4ra12714e,publisher_R,https://doi.org/10.1039/c4ra12714e,Crystal engineering
10.1039/d2tc00022a,publisher_R,https://doi.org/10.1039/d2tc00022a,Functional materials
10.1039/c3ce41073k,publisher_R,https://doi.org/10.1039/c3ce41073k,Crystal engineering
10.1039/c3ce41364k,publisher_R,https://doi.org/10.1039/c3ce41364k,Crystal engineering
10.1007/s10876-020-01966-6,publisher_S,https://doi.org/10.1007/s10876-020-01966-6,Crystal engineering
10.1002/zaac.201500526,publisher_W,https://doi.org/10.1002/zaac.201500526,Crystal engineering
10.1021/acs.cgd.3c00478,publisher_A,https://doi.org/10.1021/acs.cgd.3c00478,Functional materials
10.1039/c2ce25430a,publisher_R,https://doi.org/10.1039/c2ce25430a,Crystal engineering
10.1039/d1ce01169c,publisher_R,https://doi.org/10.1039/d1ce01169c,Functional materials
10.1007/s11243-013-9760-2,publisher_S,https://doi.org/10.1007/s11243-013-9760-2,Crystal engineering
10.1002/zaac.201400263,publisher_W,https://doi.org/10.1002/zaac.201400263,Crystal engineering
10.1021/cg801120y,publisher_A,https://doi.org/10.1021/cg801120y,Crystal engineering
10.1039/c5ce00461f,publisher_R,https://doi.org/10.1039/c5ce00461f,Crystal engineering
10.1002/aoc.5654,publisher_W,https://doi.org/10.1002/aoc.5654,Crystal engineering
10.1021/ic800131r,publisher_A,https://doi.org/10.1021/ic800131r,Functional materials
10.1039/c5ce00009b,publisher_R,https://doi.org/10.1039/c5ce00009b,Functional materials
10.1039/c3dt50687h,publisher_R,https://doi.org/10.1039/c3dt50687h,Crystal engineering
10.1039/d1nj03002g,publisher_R,https://doi.org/10.1039/d1nj03002g,Functional materials
10.1039/d3ce01034a,publisher_R,https://doi.org/10.1039/d3ce01034a,Functional materials
10.1039/d2qi00835a,publisher_R,https://doi.org/10.1039/d2qi00835a,Crystal engineering
10.1007/s10876-012-0484-9,publisher_S,https://doi.org/10.1007/s10876-012-0484-9,Crystal engineering
10.1021/acs.inorgchem.8b01631,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b01631,Crystal engineering
10.1021/acsami.6b14563,publisher_A,https://doi.org/10.1021/acsami.6b14563,Functional materials
10.1039/c3ce40117k,publisher_R,https://doi.org/10.1039/c3ce40117k,Crystal engineering
10.1039/d0ra07159e,publisher_R,https://doi.org/10.1039/d0ra07159e,Functional materials
10.1002/zaac.201100155,publisher_W,https://doi.org/10.1002/zaac.201100155,Crystal engineering
10.1007/s11243-017-0144-x,publisher_S,https://doi.org/10.1007/s11243-017-0144-x,Crystal engineering
10.1039/d1dt03131g,publisher_R,https://doi.org/10.1039/d1dt03131g,Functional materials
10.1021/ic300546z,publisher_A,https://doi.org/10.1021/ic300546z,Crystal engineering
10.1021/cg4018536,publisher_A,https://doi.org/10.1021/cg4018536,Crystal engineering
10.1039/c2ce25264c,publisher_R,https://doi.org/10.1039/c2ce25264c,Crystal engineering
10.1039/c8qi01406j,publisher_R,https://doi.org/10.1039/c8qi01406j,Functional materials
10.1021/ic060771p,publisher_A,https://doi.org/10.1021/ic060771p,Crystal engineering
10.1002/zaac.200900329,publisher_W,https://doi.org/10.1002/zaac.200900329,Crystal engineering
10.1007/s10870-015-0570-6,publisher_S,https://doi.org/10.1007/s10870-015-0570-6,Crystal engineering
10.1021/acs.cgd.5b00218,publisher_A,https://doi.org/10.1021/acs.cgd.5b00218,Crystal engineering
10.1002/zaac.201500061,publisher_W,https://doi.org/10.1002/zaac.201500061,Crystal engineering
10.1007/s10876-014-0816-z,publisher_S,https://doi.org/10.1007/s10876-014-0816-z,Crystal engineering
10.1134/S1063774516050072,publisher_S,https://doi.org/10.1134/S1063774516050072,Crystal engineering
10.1002/zaac.201900299,publisher_W,https://doi.org/10.1002/zaac.201900299,Crystal engineering
10.1039/c7ra10855a,publisher_R,https://doi.org/10.1039/c7ra10855a,Crystal engineering
10.1021/cg100599z,publisher_A,https://doi.org/10.1021/cg100599z,Functional materials
10.1021/acs.cgd.1c00847,publisher_A,https://doi.org/10.1021/acs.cgd.1c00847,Chemical synthesis
10.1002/zaac.202000201,publisher_W,https://doi.org/10.1002/zaac.202000201,Crystal engineering
10.1039/d2nj03746g,publisher_R,https://doi.org/10.1039/d2nj03746g,Functional materials
10.1039/c4dt01431f,publisher_R,https://doi.org/10.1039/c4dt01431f,Crystal engineering
10.1039/c2ce25588j,publisher_R,https://doi.org/10.1039/c2ce25588j,Functional materials
10.1039/c5ra15663g,publisher_R,https://doi.org/10.1039/c5ra15663g,Crystal engineering
10.1039/c2ce25607j,publisher_R,https://doi.org/10.1039/c2ce25607j,Crystal engineering
10.1039/c1dt10893j,publisher_R,https://doi.org/10.1039/c1dt10893j,Crystal engineering
10.1002/zaac.201800513,publisher_W,https://doi.org/10.1002/zaac.201800513,Crystal engineering
10.1007/BF03246026,publisher_S,https://doi.org/10.1007/BF03246026,Crystal engineering
10.1021/cg100104t,publisher_A,https://doi.org/10.1021/cg100104t,Crystal engineering
10.1039/d2nj05751d,publisher_R,https://doi.org/10.1039/d2nj05751d,Functional materials
10.1039/c6ce00674d,publisher_R,https://doi.org/10.1039/c6ce00674d,Crystal engineering
10.1039/c8dt04106g,publisher_R,https://doi.org/10.1039/c8dt04106g,Functional materials
10.1021/acsami.8b10447,publisher_A,https://doi.org/10.1021/acsami.8b10447,Functional materials
10.1007/s10870-010-9945-x,publisher_S,https://doi.org/10.1007/s10870-010-9945-x,Crystal engineering
10.1039/c4nj01499e,publisher_R,https://doi.org/10.1039/c4nj01499e,Crystal engineering
10.1021/cg101569a,publisher_A,https://doi.org/10.1021/cg101569a,Functional materials
10.1039/c3ce41706a,publisher_R,https://doi.org/10.1039/c3ce41706a,Crystal engineering
10.1039/d2dt04106e,publisher_R,https://doi.org/10.1039/d2dt04106e,Crystal engineering
10.1039/c2ce05586d,publisher_R,https://doi.org/10.1039/c2ce05586d,Functional materials
10.1021/acssuschemeng.1c06433,publisher_A,https://doi.org/10.1021/acssuschemeng.1c06433,Functional materials
10.1039/c3dt51610e,publisher_R,https://doi.org/10.1039/c3dt51610e,Crystal engineering
10.1021/acs.inorgchem.2c02454,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c02454,Crystal engineering
10.1039/c3ce41557k,publisher_R,https://doi.org/10.1039/c3ce41557k,Functional materials
10.1039/c8dt00156a,publisher_R,https://doi.org/10.1039/c8dt00156a,Functional materials
10.1021/acs.cgd.5b00741,publisher_A,https://doi.org/10.1021/acs.cgd.5b00741,Crystal engineering
10.1039/c4ra13533d,publisher_R,https://doi.org/10.1039/c4ra13533d,Crystal engineering
10.1021/cg401006d,publisher_A,https://doi.org/10.1021/cg401006d,Crystal engineering
10.1002/cplu.201600092,publisher_W,https://doi.org/10.1002/cplu.201600092,Functional materials
10.1021/acs.inorgchem.8b02507,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b02507,Functional materials
10.1039/d5nj02067k,publisher_R,https://doi.org/10.1039/d5nj02067k,Functional materials
