doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1039/c1ce06138k,downloaded\10.1039_c1ce06138k.pdf,SI downloaded\10.1039_c1ce06138k_SI.pdf,mof_json_store\10.1039_c1ce06138k\raw_output.json,mof_json_store\10.1039_c1ce06138k\synthesis_007.json,no,,MIL-101,,Co(NO3)2·6H2O,,"6 mmol, 2.4 g",6,mmol,nan,,,,,nan,,,,,terephthalic acid,H2BDC,"9 mmol, 1.5 g",9.0,mmol,,,,,,,,,,,cetyltrimethylammonium bromide,CTAB,Cr3+/CTAB/TMB = 1:0.3:0.15 (molar ratio),,,"1,3,5-trimethylbenzene",TMB,Cr3+/CTAB/TMB = 1:0.3:0.15 (molar ratio),,,water (deionized),H2O,30 mL,30.0,,,,,220.0,493 K,8.0,8 h,Teflon-lined stainless steel autoclave (50 mL),static,"hot ethanol (343 K), hot water (353 K)",ethanol 5× 200 mL; water several times 200 mL,423 K under vacuum overnight,150.0,,,,,,,,,619.0,not_reported,not_reported,,,10.1039/c1ce06138k,ok,
10.1039/c1ce06138k,downloaded\10.1039_c1ce06138k.pdf,SI downloaded\10.1039_c1ce06138k_SI.pdf,mof_json_store\10.1039_c1ce06138k\raw_output.json,mof_json_store\10.1039_c1ce06138k\synthesis_008.json,no,,MIL-101,,Zn(NO3)2·6H2O,,"6 mmol, 2.4 g",6,mmol,nan,,,,,nan,,,,,terephthalic acid,H2BDC,"9 mmol, 1.5 g",9.0,mmol,,,,,,,,,,,cetyltrimethylammonium bromide,CTAB,Cr3+/CTAB/TMB = 1:0.3:0.3 (molar ratio),,,"1,3,5-trimethylbenzene",TMB,Cr3+/CTAB/TMB = 1:0.3:0.3 (molar ratio),,,water (deionized),H2O,30 mL,30.0,,,,,220.0,493 K,8.0,8 h,Teflon-lined stainless steel autoclave (50 mL),static,"hot ethanol (343 K), hot water (353 K)",ethanol 5× 200 mL; water several times 200 mL,423 K under vacuum overnight,150.0,,,,,,,,,717.0,not_reported,not_reported,,,10.1039/c1ce06138k,ok,
10.1039/c1ce06138k,downloaded\10.1039_c1ce06138k.pdf,SI downloaded\10.1039_c1ce06138k_SI.pdf,mof_json_store\10.1039_c1ce06138k\raw_output.json,mof_json_store\10.1039_c1ce06138k\synthesis_009.json,no,,MIL-101,,Co(NO3)2·6H2O,,"6 mmol, 2.4 g",6,mmol,nan,,,,,nan,,,,,terephthalic acid,H2BDC,"9 mmol, 1.5 g",9.0,mmol,,,,,,,,,,,cetyltrimethylammonium bromide,CTAB,Cr3+/CTAB/TMB = 1:0.6:0.3 (molar ratio),,,"1,3,5-trimethylbenzene",TMB,Cr3+/CTAB/TMB = 1:0.6:0.3 (molar ratio),,,water (deionized),H2O,30 mL,30.0,,,,,220.0,493 K,8.0,8 h,Teflon-lined stainless steel autoclave (50 mL),static,"hot ethanol (343 K), hot water (353 K)",ethanol 5× 200 mL; water several times 200 mL,423 K under vacuum overnight,150.0,,,,,,,,,465.0,not_reported,not_reported,,,10.1039/c1ce06138k,ok,
10.1039/c1ce06138k,downloaded\10.1039_c1ce06138k.pdf,SI downloaded\10.1039_c1ce06138k_SI.pdf,mof_json_store\10.1039_c1ce06138k\raw_output.json,mof_json_store\10.1039_c1ce06138k\synthesis_010.json,no,,MIL-101,,Zn(NO3)2·6H2O,,"6 mmol, 2.4 g",6,mmol,nan,,,,,nan,,,,,terephthalic acid,H2BDC,"9 mmol, 1.5 g",9.0,mmol,,,,,,,,,,,cetyltrimethylammonium bromide,CTAB,Cr3+/CTAB/TMB = 1:0.6:0.6 (molar ratio),,,"1,3,5-trimethylbenzene",TMB,Cr3+/CTAB/TMB = 1:0.6:0.6 (molar ratio),,,water (deionized),H2O,30 mL,30.0,,,,,220.0,493 K,8.0,8 h,Teflon-lined stainless steel autoclave (50 mL),static,"hot ethanol (343 K), hot water (353 K)",ethanol 5× 200 mL; water several times 200 mL,423 K under vacuum overnight,150.0,,"flower-like particles assembled from nanorods (~1.0 μm length, ~200 nm diameter)",,,,,,,1026.0,not_reported,not_reported,,,10.1039/c1ce06138k,ok,
10.1039/c8sc01533c,downloaded\10.1039_c8sc01533c.pdf,SI downloaded\10.1039_c8sc01533c_SI.pdf,mof_json_store\10.1039_c8sc01533c\raw_output.json,mof_json_store\10.1039_c8sc01533c\synthesis_001.json,yes,0 or 12 eq NaOH gave amorphous products; without stirring (12 h) gave amorphous; HCl/formic/acetic acid additives failed—NaF + NaOH required.,Zr-CAU-30,1831844,Co(NO3)2·6H2O,,9.8 mg (0.033 mmol),0.033,mmol,nan,,,,,nan,,,,,Ni-tetra(4-phosphonophenyl)porphyrin tetraphosphonic acid,Ni-H8TPPP,15.0 mg (0.0159 mmol),0.0159,mmol,,,,,,,,,,,sodium fluoride,NaF,38.2 mg (0.96 mmol),0.96,mmol,sodium hydroxide (2 M aqueous),NaOH,"2 M, 60.6 µL (0.129 mmol)",0.129,mmol,water,H2O,3.0 mL,3.0,,,,,160.0,160 °C,3.0,3 h,glass vial,stirred,"H2O, acetone",1× each,"Acid washed in 0.1 M HCl for 24 h, washed with acetone, then activated at 170 °C under vacuum (10^-2 kPa) for 16 h",170.0,16.0,needles (nanorods),,needles up to ~6 µm long and ~200 nm wide,,chains of corner-sharing ZrO6/ZrO4F2 octahedra (1D IBU),"a=45.121(5) Å, b=45.121(5) Å, c=8.090(2) Å, I41/acd",,970.0,yes,yes,400.0,,10.1039/c8sc01533c,ok,
10.1039/c8sc01533c,downloaded\10.1039_c8sc01533c.pdf,SI downloaded\10.1039_c8sc01533c_SI.pdf,mof_json_store\10.1039_c8sc01533c\raw_output.json,mof_json_store\10.1039_c8sc01533c\synthesis_002.json,yes,0 or 12 eq NaOH gave amorphous products; without stirring (12 h) gave amorphous; HCl/formic/acetic acid additives failed—NaF + NaOH required.,Hf-CAU-30,,Zn(NO3)2·6H2O,HfCl4,9.7 mg (0.033 mmol),0.033,mmol,nan,,,,,nan,,,,,Ni-tetra(4-phosphonophenyl)porphyrin tetraphosphonic acid,Ni-H8TPPP,15.0 mg (0.0159 mmol),0.0159,mmol,,,,,,,,,,,sodium fluoride,NaF,38.2 mg (0.96 mmol),0.96,mmol,sodium hydroxide (2 M aqueous),NaOH,"2 M, 60.6 µL (0.129 mmol)",0.129,mmol,water,H2O,3.0 mL,3.0,,,,,160.0,160 °C,3.0,3 h,glass vial,stirred,"H2O, acetone",1× each,"Acid washed in 0.1 M HCl for 24 h, washed with acetone, then activated at 170 °C under vacuum (10^-2 kPa) for 16 h",170.0,16.0,needles (nanorods),,needles up to ~700 nm long and 30–60 nm wide,,chains of corner-sharing HfO6/HfO4F2 octahedra (1D IBU),"a=45.040(5) Å, b=45.040(5) Å, c=8.049(3) Å, I41/acd",,910.0,yes,yes,400.0,,10.1039/c8sc01533c,ok,
10.1021/acs.inorgchem.2c03679,downloaded\10.1021_acs.inorgchem.2c03679.pdf,SI downloaded\10.1021_acs.inorgchem.2c03679_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c03679\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c03679\synthesis_001.json,no,,,,MgCl2·6H2O,,"0.16 g, 0.5 mmol",0.5,mmol,aluminum lactate,,,,,nan,,,,,5-(carboxyformamido)isophthalic acid,5-CFIA,"0.13 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,2 mL,2.0,water,H2O,2 mL,2.0,75.0,75 °C,120.0,5 days,Teflon-capped reaction tube,static,"DMF, water",,dried in vacuum,,,"pinkish, pillar-like crystals",35-40,,,,"a=27.497(9), b=13.895(4), c=7.520(2) Å, β=96.44(10)°, C2/c (monoclinic)",,,not_reported,yes,,luminescence;sensing,10.1021/acs.inorgchem.2c03679,ok,
10.1021/acs.inorgchem.2c03679,downloaded\10.1021_acs.inorgchem.2c03679.pdf,SI downloaded\10.1021_acs.inorgchem.2c03679_SI.pdf,mof_json_store\10.1021_acs.inorgchem.2c03679\raw_output.json,mof_json_store\10.1021_acs.inorgchem.2c03679\synthesis_002.json,no,,,,MgCl2·6H2O,,"0.16 g, 0.5 mmol",0.5,mmol,aluminum lactate,,,,,nan,,,,,5-(carboxyformamido)isophthalic acid,5-CFIA,"0.13 g, 0.5 mmol",0.5,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylformamide",DMF,2 mL,2.0,water,H2O,2 mL,2.0,75.0,75 °C,120.0,5 days,Teflon-capped reaction tube,static,"DMF, water",,dried in vacuum,,,"colorless, pillar-like crystals",35-40,,,,"a=27.523(8), b=14.029(4), c=7.561(2) Å, β=95.71(2)°, C2/c (monoclinic)",,,not_reported,yes,,luminescence;sensing,10.1021/acs.inorgchem.2c03679,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_001.json,no,,3DOSA-ZIF-8,,MgCl2·6H2O,,0.163 g/mL in methanol (precursor solution),0.163,g/mL,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,0.135 g/mL in methanol (precursor solution),0.135,g/mL,,,,,,,,,,,ammonia solution,NH3·H2O,"present in CH3OH/NH3·H2O (1:1 v/v) mixed solution, 40 mL total",,,,,,,,methanol,MeOH,"precursor in MeOH; crystallization in CH3OH/NH3·H2O (1:1 v/v), 40 mL",,,,,,25,RT,24.0,24 h,,static,"DMF, CH2Cl2",several times,150 °C under vacuum overnight,150.0,,yellow truncated rhombic dodecahedra,,,,,,,1510.0,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_002.json,no,,3DOSC-ZIF-8,,MgCl2·6H2O,,0.815 g/mL in methanol (precursor solution),0.815,g/mL,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,0.675 g/mL in methanol (precursor solution),0.675,g/mL,,,,,,,,,,,ammonia solution,NH3·H2O,"present in CH3OH/NH3·H2O (1:1 v/v) mixed solution, 40 mL total",,,,,,,,methanol,MeOH,"precursor in MeOH; crystallization in CH3OH/NH3·H2O (1:1 v/v), 40 mL",,,,,,25,RT,24.0,24 h,,static,"DMF, CH2Cl2",several times,150 °C under vacuum overnight,150.0,,3D ordered sphere arrays (monolith),,,,,,,1580.0,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_003.json,no,,F-3DO-ZIF-8,,MgCl2·6H2O,,0.163 g/mL precursor (solutions A and B),0.163,g/mL,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,0.135 g/mL precursor (solutions A and B),0.135,g/mL,,,,,,,,,,,ammonia solution,NH3·H2O,used in CH3OH/NH3·H2O (1:1 v/v) crystallization step,,,,,,,,methanol,MeOH,precursor impregnation; later crystallization in CH3OH/NH3·H2O (1:1 v/v),,water,H2O,used to replace MeOH prior to freeze-drying (with HCl 9:1 v/v),,25,RT (crystallization after freeze-drying),24.0,24 h,,static,"DMF, CH2Cl2",several times,150 °C under vacuum overnight,150.0,,highly porous 3D ZIF-8 network,,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_004.json,no,,3DOSA-ZIF-67,,MgCl2·6H2O,,0.4 g/mL in methanol (precursor solution),0.4,g/mL,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,1 g/mL in methanol (precursor solution),1.0,g/mL,,,,,,,,,,,ammonia solution,NH3·H2O,present in CH3OH/NH3·H2O (1:1 v/v) mixed solution,,,,,,,,methanol,MeOH,precursor in MeOH; crystallization in CH3OH/NH3·H2O (1:1 v/v),,,,,,25,RT,24.0,24 h,,static,"DMF, CH2Cl2",several times,150 °C under vacuum overnight,150.0,,dodecahedral single crystals (sphere-assembled),,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_005.json,no,,3DOSC-ZIF-67,,CoCl2·6H2O,,1 g/mL in methanol (precursor solution),1.0,g/mL,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,2.5 g/mL in methanol (precursor solution),2.5,g/mL,,,,,,,,,,,ammonia solution,NH3·H2O,present in CH3OH/NH3·H2O (1:1 v/v) mixed solution,,,,,,,,methanol,MeOH,precursor in MeOH; crystallization in CH3OH/NH3·H2O (1:1 v/v),,,,,,25,RT,24.0,24 h,,static,"DMF, CH2Cl2",several times,150 °C under vacuum overnight,150.0,,3D ordered ZIF-67 sphere arrays (monolith),,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_006.json,no,,3DOSA-HKUST-1,,CoCl2·6H2O,,1.825 g dissolved in 50 mL H2O (low-concentration precursor),11.5555,mmol,aluminum lactate,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.5292 g dissolved in 50 mL ethanol (low-concentration precursor),0.5292,g,,,,,,,,,,,sodium formate dihydrate,HCOONa·2H2O,1.04 g in 80 mL H2O/MeOH (1:1 v/v) induction solution pre-loaded in template,1.04,g,,,,,,water,H2O,50 mL (metal solution),50.0,ethanol,EtOH,50 mL (linker solution),50.0,25,RT,12.0,12 h,,static,ethanol,thoroughly,dried at 70 °C overnight,70.0,,blue octahedra (sphere-assembled),,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_007.json,no,,3DOSC-HKUST-1,,CoCl2·6H2O,,1.825 g dissolved in 15 mL H2O (high-concentration precursor),11.5555,mmol,aluminum lactate,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.5292 g dissolved in 15 mL ethanol (high-concentration precursor),0.5292,g,,,,,,,,,,,sodium formate dihydrate,HCOONa·2H2O,1.04 g in 80 mL H2O/MeOH (1:1 v/v) induction solution pre-loaded in template,1.04,g,,,,,,water,H2O,15 mL (metal solution),15.0,ethanol,EtOH,15 mL (linker solution),15.0,25,RT,12.0,12 h,,static,ethanol,thoroughly,dried at 70 °C overnight,70.0,,3D ordered HKUST-1 sphere arrays (monolith),,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_008.json,no,,C-ZIF-8 (conventional),,CoCl2·6H2O,,0.29 g in 10 mL H2O,1.83622,mmol,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,4.54 g in 70 mL H2O,4.54,g,,,,,,,,,,,cetyltrimethylammonium bromide,CTAB,1 mg additive,1.0,mg,,,,,,water,H2O,reaction medium (mixed aqueous solutions),,,,,,120.0,,6.0,6 h (heating rate 2 °C/min),Teflon-lined autoclave,static,methanol (anhydrous),several times,dried at 65 °C overnight,65.0,,polyhedral ZIF-8 crystals,,,,,,,1400.0,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_009.json,no,,C-ZIF-67 (conventional),,CoCl2·6H2O,,1.746 g in 150 mL MeOH,11.0553,mmol,aluminum lactate,,,,,nan,,,,,2-methylimidazole,2-MeIM,1.968 g in 150 mL MeOH,1.968,g,,,,,,,,,,,,,,,,,,,,,methanol,MeOH,reaction medium,,,,,,25,"RT (15 s mixing, then static)",24.0,24 h,,static,methanol,three times,dried at 60 °C overnight,60.0,,purple ZIF-67 polyhedra,,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1021/acscentsci.1c01563,downloaded\10.1021_acscentsci.1c01563.pdf,SI downloaded\10.1021_acscentsci.1c01563_SI.pdf,mof_json_store\10.1021_acscentsci.1c01563\raw_output.json,mof_json_store\10.1021_acscentsci.1c01563\synthesis_010.json,no,,C-HKUST-1 (conventional),,CoCl2·6H2O,,3.5 g in 48 mL H2O,22.1613,mmol,aluminum lactate,,,,,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,1.68 g in 48 mL ethanol,1.68,g,,,,,,,,,,,,,,,,,,,,,water,H2O,48 mL (metal solution),48.0,ethanol,EtOH,48 mL (linker solution),48.0,120.0,,14.0,14 h,Teflon-lined autoclave,static,ethanol,three times,,,,blue octahedra,,,,,,,,not_reported,not_reported,,,10.1021/acscentsci.1c01563,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_001.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr-MOF-808 (Ce0a),,CoCl2·6H2O,,2.58 g,16.3361,mmol,aluminum lactate,,0 g,0.0,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,59.0,1.019 ± 0.10 μm (SEM particle size),spn,Zr6O8 6-connected SBU,,,1738.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_002.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce7a),,CoCl2·6H2O,,2.38 g,15.0697,mmol,aluminum lactate,,0.36 g,0.36,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,69.0,0.359 ± 0.10 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1763.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_003.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce18a),,CoCl2·6H2O,,2.06 g,13.0435,mmol,Ga(NO3)3,,0.88 g,0.88,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,68.0,0.371 ± 0.09 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1846.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_004.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce22a),,CoCl2·6H2O,,1.94 g,12.2837,mmol,InCl3,,1.10 g,1.1,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,38.0,0.703 ± 0.11 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,2013.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_005.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce51a),,NiCl2·6H2O,,1.44 g,9.13168,mmol,aluminum lactate,,1.92 g,1.92,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,19.0,0.587 ± 0.26 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1747.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_006.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce80a),,NiCl2·6H2O,,1.00 g,6.34144,mmol,aluminum lactate,,3.0 g,3.0,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,54.0,0.308 ± 0.04 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1098.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_007.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Ce-MOF-808 (Ce100a),,NiCl2·6H2O,,0 g,0,mmol,aluminum lactate,,4.40 g,4.4,g,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.56 g (2.66 mmol),0.56,g,,,,,,,,,,,glacial acetic acid,,20 mL,20.0,mL,,,,,,water,H2O,20 mL,20.0,,,,,95.0,95 °C,18.0,18 h,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"NaOAc aq (0.1 M), H2O, acetone",NaOAc 2×40 mL over 1 day (fresh every 12 h); H2O 2×40 mL over 1 day; acetone 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,52.0,0.165 ± 0.07 μm (SEM particle size),spn,Ce6O8 6-connected SBU,,,625.0,not_reported,yes,,peptide_hydrolysis,10.1002/smll.202307236,ok,
