source_row_id,doi_norm,publication_year,condition_key,cluster_key,is_success,is_forced_condition,is_forced_representative,split
149,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
150,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 72.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
151,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 6.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
152,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
153,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
154,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 150.0, ""time_h"": 6.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
155,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 150.0, ""time_h"": 24.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
156,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 150.0, ""time_h"": 72.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
157,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": null}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
158,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""nicl2.6h2o"", ""modulator"": ""hydrochloric acid solution"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=nicl2.6h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
159,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""nicl2.6h2o"", ""modulator"": ""tetramethylammonium hydroxide solution"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=nicl2.6h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
160,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""cocl2.6h2o"", ""modulator"": ""hydrochloric acid"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,1'-(1,4-butanediyl)bis(imidazole)"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cocl2.6h2o|linker=1,1'-(1,4-butanediyl)bis(imidazole) + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
161,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""cocl2.6h2o"", ""modulator"": ""tetramethylammonium hydroxide"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,1'-(1,4-butanediyl)bis(imidazole)"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cocl2.6h2o|linker=1,1'-(1,4-butanediyl)bis(imidazole) + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
163,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""nicl2.6h2o"", ""modulator"": ""sodium hydroxide solution"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=nicl2.6h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
164,10.1002/ejic.201000402,2010,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""nicl2.6h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""pyridine-3,5-dicarboxylate and 1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=nicl2.6h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene + pyridine-3,5-dicarboxylate|solvent=water",False,False,False,train
165,10.1002/chem.200801856,2009,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 175.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""trimethyl 1,3,5-benzenetricarboxylate"", ""solvent"": ""water"", ""temperature_C"": 210.0, ""time_h"": 6.0}","metal=al(no3)3.9h2o|linker=trimethyl 1,3,5-benzenetricarboxylate|solvent=water",False,False,False,train
166,10.1002/chem.200801856,2009,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 175.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""trimethyl 1,3,5-benzenetricarboxylate"", ""solvent"": ""water"", ""temperature_C"": 210.0, ""time_h"": 12.0}","metal=al(no3)3.9h2o|linker=trimethyl 1,3,5-benzenetricarboxylate|solvent=water",False,False,False,train
167,10.1002/chem.200801856,2009,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 175.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""trimethyl 1,3,5-benzenetricarboxylate"", ""solvent"": ""water"", ""temperature_C"": 210.0, ""time_h"": 24.0}","metal=al(no3)3.9h2o|linker=trimethyl 1,3,5-benzenetricarboxylate|solvent=water",False,False,False,train
168,10.1002/chem.200801856,2009,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 175.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""trimethyl 1,3,5-benzenetricarboxylate"", ""solvent"": ""water"", ""temperature_C"": 210.0, ""time_h"": 48.0}","metal=al(no3)3.9h2o|linker=trimethyl 1,3,5-benzenetricarboxylate|solvent=water",False,False,False,train
169,10.1002/chem.200801856,2009,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 175.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": ""sodium hydroxide"", ""organic_linker"": ""trimethyl 1,3,5-benzenetricarboxylate"", ""solvent"": ""water"", ""temperature_C"": 210.0, ""time_h"": 72.0}","metal=al(no3)3.9h2o|linker=trimethyl 1,3,5-benzenetricarboxylate|solvent=water",False,False,False,train
170,10.1002/chem.201901939,2019,"{""M_L_ratio"": 0.1, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""fecl3.6h2o"", ""modulator"": null, ""organic_linker"": ""2-aminoterephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=fecl3.6h2o|linker=2-aminoterephthalic acid|solvent=dimethylformamide,False,False,False,train
171,10.1039/c3ce41095a,2013,"{""M_L_ratio"": 6.0, ""metal_concentration_mM"": 120.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": ""tetrafluoroboric acid (40% in water)"", ""organic_linker"": ""5-(bis(4-carboxybenzyl)amino)isophthalic acid monohydrate"", ""solvent"": ""dimethylformamide and methanol"", ""temperature_C"": 75.0, ""time_h"": 30.0}",metal=cu(no3)2.3h2o|linker=5-(bis(4-carboxybenzyl)amino)isophthalic acid monohydrate|solvent=dimethylformamide + methanol,False,False,False,train
172,10.1039/c2dt11966h,2012,"{""M_L_ratio"": 1.2, ""metal_concentration_mM"": 60.0, ""metal_precursor"": ""mncl2.4h2o"", ""modulator"": ""sodium azide"", ""organic_linker"": ""1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 48.0}",metal=mncl2.4h2o|linker=1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium|solvent=water,False,False,False,train
176,10.1039/c2dt11966h,2012,"{""M_L_ratio"": 1.5, ""metal_concentration_mM"": 75.0, ""metal_precursor"": ""mncl2.4h2o"", ""modulator"": ""sodium azide"", ""organic_linker"": ""1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 48.0}",metal=mncl2.4h2o|linker=1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium|solvent=water,False,False,False,train
180,10.1039/c2dt11966h,2012,"{""M_L_ratio"": 1.8, ""metal_concentration_mM"": 90.0, ""metal_precursor"": ""mncl2.4h2o"", ""modulator"": ""sodium azide"", ""organic_linker"": ""1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 48.0}",metal=mncl2.4h2o|linker=1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium|solvent=water,False,False,False,train
182,10.1039/c7dt01116d,2017,"{""M_L_ratio"": 10.0, ""metal_concentration_mM"": 67.0, ""metal_precursor"": ""cui"", ""modulator"": null, ""organic_linker"": ""(r,r)-n,n?-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)-1,2-cyclohexanediamine nickel(ii)"", ""solvent"": ""dimethylformamide and acetonitrile"", ""temperature_C"": 100.0, ""time_h"": 72.0}","metal=cui|linker=(r,r)-n,n?-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)-1,2-cyclohexanediamine nickel(ii)|solvent=acetonitrile + dimethylformamide",False,False,False,train
183,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.75, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=dimethylformamide",False,False,False,train
184,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.75, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=n,n-dimethylacetamide",False,False,False,train
185,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.75, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=dimethylformamide",False,False,False,train
186,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.75, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=n,n-dimethylacetamide",False,False,False,train
187,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.5, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=dimethylformamide",False,False,False,train
188,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.5, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=n,n-dimethylacetamide",False,False,False,train
189,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.5, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=dimethylformamide",False,False,False,train
190,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.5, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=n,n-dimethylacetamide",False,False,False,train
191,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=dimethylformamide",False,False,False,train
192,10.1021/cg201059d,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": null, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=4,4?-bipyridyl + anthracene-9,10-dicarboxylic acid|solvent=n,n-dimethylacetamide",False,False,False,train
193,10.1016/j.micromeso.2015.07.001,2015,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""cu(no3)2.2h2o"", ""modulator"": ""pyrazine and nitric acid"", ""organic_linker"": ""5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 85.0, ""time_h"": 96.0}","metal=cu(no3)2.2h2o|linker=5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid|solvent=dimethylformamide",False,False,False,train
194,10.1016/j.micromeso.2015.07.001,2015,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""cu(no3)2.2h2o"", ""modulator"": ""1,4-diazabicyclo[2.2.2]octane and nitric acid"", ""organic_linker"": ""5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 85.0, ""time_h"": 96.0}","metal=cu(no3)2.2h2o|linker=5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid|solvent=dimethylformamide",False,False,False,train
195,10.1016/j.micromeso.2015.07.001,2015,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""cu(no3)2.2h2o"", ""modulator"": ""pyridine and nitric acid"", ""organic_linker"": ""5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 85.0, ""time_h"": 96.0}","metal=cu(no3)2.2h2o|linker=5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid|solvent=n,n-dimethylacetamide",False,False,False,train
196,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 168.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
197,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 48.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
198,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fe(no3)3.9h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 2.0}",metal=fe(no3)3.9h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
199,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 12.0, ""metal_precursor"": ""fe(no3)3.9h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2-bromoterephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=fe(no3)3.9h2o|linker=2-bromoterephthalic acid|solvent=dimethylformamide,False,False,False,train
200,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 168.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
201,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
204,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 4.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
205,10.1039/d1mh01663f,2021,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": ""hydrochloric acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 4.0}",metal=fecl2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,False,False,False,train
206,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.38, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,2-ethylenediphosphonic acid and n1,n1,n5,n5-tetrakis(2-pyridylmethyl)pentane-1,5-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,2-ethylenediphosphonic acid + n1,n1,n5,n5-tetrakis(2-pyridylmethyl)pentane-1,5-diamine|solvent=water",False,False,False,train
207,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.38, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,3-propylenediphosphonic acid and n1,n1,n5,n5-tetrakis(2-pyridylmethyl)pentane-1,5-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,3-propylenediphosphonic acid + n1,n1,n5,n5-tetrakis(2-pyridylmethyl)pentane-1,5-diamine|solvent=water",False,False,False,train
208,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.38, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,4-butylenediphosphonic acid and n1,n1,n4,n4-tetrakis(2-pyridylmethyl)butane-1,4-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,4-butylenediphosphonic acid + n1,n1,n4,n4-tetrakis(2-pyridylmethyl)butane-1,4-diamine|solvent=water",False,False,False,train
209,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.38, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,4-butylenediphosphonic acid and n1,n1,n6,n6-tetrakis(2-pyridylmethyl)hexane-1,6-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,4-butylenediphosphonic acid + n1,n1,n6,n6-tetrakis(2-pyridylmethyl)hexane-1,6-diamine|solvent=water",False,False,False,train
210,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.38, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,4-butylenediphosphonic acid and n1,n1,n8,n8-tetrakis(2-pyridylmethyl)octane-1,8-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,4-butylenediphosphonic acid + n1,n1,n8,n8-tetrakis(2-pyridylmethyl)octane-1,8-diamine|solvent=water",False,False,False,train
211,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.09, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,2-ethylenediphosphonic acid and n1,n1,n7,n7-tetrakis(2-pyridylmethyl)heptane-1,7-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,2-ethylenediphosphonic acid + n1,n1,n7,n7-tetrakis(2-pyridylmethyl)heptane-1,7-diamine|solvent=water",False,False,False,train
212,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.09, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,3-propylenediphosphonic acid and n1,n1,n7,n7-tetrakis(2-pyridylmethyl)heptane-1,7-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,3-propylenediphosphonic acid + n1,n1,n7,n7-tetrakis(2-pyridylmethyl)heptane-1,7-diamine|solvent=water",False,False,False,train
213,10.1016/j.ica.2012.01.011,2012,"{""M_L_ratio"": 1.09, ""metal_concentration_mM"": 38.0, ""metal_precursor"": ""cu(ch3coo)2"", ""modulator"": ""hydrofluoric acid (48 wt.% in h2o)"", ""organic_linker"": ""1,4-butylenediphosphonic acid and n1,n1,n4,n4-tetrakis(2-pyridylmethyl)butane-1,4-diamine"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cu(ch3coo)2|linker=1,4-butylenediphosphonic acid + n1,n1,n4,n4-tetrakis(2-pyridylmethyl)butane-1,4-diamine|solvent=water",False,False,False,train
